,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
52|0|testing,-0.48293,-0.26679,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,11.85237,1.0888,1.30316,-0.16482,2.51032,-0.3521,1.18929,0.18889,-0.27825,-1.25473,0.06813,-0.86644,-1.29664,0.68341,-0.78956,-0.22466,-0.14142,1.13453,0.32839,-0.58216,-0.2233,1.14834,-0.09217,-0.77831,-0.33274,-0.48526,0.81576,-2.82331,-1.08482,3.47433,1.0807,-0.27399,0.53858,-0.8427,-0.54898,-0.28687,1.99145,-0.8739,0.37919,-0.01379,1.45596,-0.43749,-0.31621,1.85467,-4.21035,-0.72001,0.63944,-0.42848,-0.34666,-0.84147,-0.52134,-0.71128,1.22881,0.72894,-0.49795,0.36547,-0.52895,0.3223,-0.71517,-0.86334,0.19435,-1.5238,0.0396,0.51743,-3.45423,-0.60103,-1.00402,3.49017,0.95516,0.76791,-0.74979,-0.45502,3.09059,0.56732,2.34628,-0.41424,2.19189,-0.86988,0.97014,-2.78922,0.99924,-0.81312,3.56051,-0.41465,-0.41649,2.13526,-1.41836,1.47339,-1.01179,-0.38298,-0.47471,-0.41076,-2.08925,-1.72118,0.08311,-0.38726,-0.78238,2.95967,-0.38014,-0.11176,-0.58108,-1.63129,1.74152,0
53|0|testing,0.23814,0.00235,-0.2107,-0.1401,-0.26409,1.06991,-0.33351,-0.01884,-0.5302,2.11436,-0.34,0.31788,0.83844,1.22702,1.40224,0.53676,-0.15793,-0.67872,0.44127,0.04123,-0.03423,0.85017,0.23084,-0.29353,-0.64489,-0.35637,-0.00527,1.73738,1.08243,-0.90747,0.47701,-0.33274,0.16574,0.10609,1.36423,0.21535,1.29788,-0.16067,0.0558,-0.91665,-0.47954,-0.54898,0.54047,-0.41247,-0.03024,-0.48693,-0.26675,-0.25397,0.29316,0.28095,-0.32184,-0.71785,-0.72001,0.11111,-0.51181,-0.04718,-0.22319,-0.52134,0.31616,-0.37938,0.30475,-0.49795,-0.4876,0.52737,-1.02963,-0.71517,-0.23843,0.50822,0.30221,-0.85339,-0.21774,0.24346,-0.08472,-0.72392,-0.39084,0.86777,-0.6201,-0.37082,0.53068,-0.13975,1.75099,-0.33736,-0.41424,-0.49307,0.15453,0.97014,-0.64051,-0.37757,0.1208,0.46686,-0.00209,0.45715,1.19304,0.70537,0.46683,-0.47889,-0.81711,0.97239,-0.08709,-0.0134,-1.09723,-0.40293,0.831,0.77434,-0.59941,-0.38014,-0.10438,-0.58108,-0.7149,0.88686,0
54|0|testing,-0.48293,-0.3053,-0.2107,-0.1401,1.22121,-0.80692,0.12456,1.88396,-0.6921,-0.68511,-0.23118,0.73727,-0.3521,-0.15938,0.18889,-0.27825,-0.50068,0.86233,-0.86644,0.59375,0.84858,0.21151,-0.06808,-0.19904,-0.53953,0.705,0.43531,-0.25887,-0.02995,-0.32818,-0.16186,-0.33274,-0.48526,-0.16004,-0.66434,0.47538,-0.69192,-0.46652,0.97922,-0.73031,0.19838,-0.54898,-0.28687,-0.6801,-0.8739,-0.17825,-1.21448,-0.83852,-0.43749,0.81839,-0.00333,-0.71826,-0.72001,0.07013,-0.02052,-1.02908,0.70423,-0.52134,0.23054,-0.42964,-0.55424,1.0493,-1.10098,-0.52895,1.73651,-0.71517,-0.86334,-0.92774,-1.64058,-0.60664,0.3985,0.71753,-0.60103,-0.23376,-0.85545,0.95516,-0.79247,0.51346,-0.45502,-0.70981,0.56732,-0.23983,-0.41424,0.04471,0.94612,0.97014,-0.74444,-0.29864,-0.81312,-0.25322,-0.26211,-0.60696,0.28448,1.62566,-0.67952,1.00775,0.29921,-0.47471,2.15534,-0.03368,-0.95859,-0.76746,-0.79382,-0.16837,0.58695,2.63059,-0.43163,-0.58108,-0.37126,1.74152,0
55|0|testing,-0.48293,-0.26679,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.49422,-0.68511,-0.16482,1.90289,6.47365,-0.47061,0.18889,-0.27825,0.75607,0.34528,-0.86644,-1.92045,5.10315,-0.78956,1.02798,-0.14142,1.13453,-1.68022,0.93711,-0.2233,-0.30186,-0.09217,1.19433,-0.33274,-0.48526,0.81576,1.51999,-1.08482,-0.69192,1.0807,-0.27399,0.53858,-0.8427,-0.54898,-0.28687,-1.96844,-0.8739,-1.06173,0.05705,-1.10218,-0.43749,-0.31621,-1.89982,-2.10221,-0.72001,-0.83201,-1.13161,0.31691,-0.84147,-0.52134,-0.71128,-0.24537,1.66216,-0.49795,0.05828,-0.52895,-0.69409,-0.71517,-0.86334,-1.18669,0.34467,3.14159,0.51743,0.02223,-0.60103,0.023,0.6513,0.95516,-0.40237,-0.74979,-0.45502,-0.70981,0.56732,2.49841,-0.41424,-0.63577,-0.86988,0.97014,-0.8397,-1.75525,-0.81312,-1.13331,-1.52059,1.04369,-0.82599,-1.41836,1.47339,-1.01179,2.3458,-0.47471,-0.29744,-1.15757,-0.22418,1.0552,-0.38726,-1.84714,-0.59941,-0.38014,-0.81302,-0.58108,-0.51126,1.74152,0
56|0|testing,-0.01314,-0.34933,-0.2107,1.01041,0.40531,1.80178,0.19363,-0.33124,-0.58734,0.3349,-0.30705,0.29226,-0.3521,0.40816,0.77772,1.86115,-0.19019,-0.63572,0.95121,-0.44989,0.34194,3.41751,-0.81414,-0.26492,-0.38046,0.68285,-0.94806,-0.29952,0.20998,-0.03664,-0.48821,-0.33274,0.39824,-0.82423,0.14127,-0.40223,0.03735,1.22135,1.06873,-0.19634,-0.36948,1.35673,0.79901,1.40156,-0.8739,-0.17239,-0.04761,0.89269,0.03854,-0.31621,-0.18343,-0.25967,-0.72001,-0.86885,-0.23983,-0.63482,0.189,-0.52134,2.39119,-0.85238,-0.69835,-0.49795,-0.93923,-0.05109,-0.8436,-0.23171,0.34972,0.64115,0.89422,-0.44698,-0.04221,-0.01867,-0.60103,-0.82278,-0.08851,-0.74116,0.73244,-0.24449,0.18718,0.05027,0.23907,-0.34596,-0.41424,1.2882,0.50777,-1.03078,0.57208,1.59553,0.99977,-0.16694,0.77429,-0.1686,0.21916,-0.82537,-0.69761,-0.51799,-0.30272,2.41948,0.48328,-0.10767,-0.20968,0.71211,3.2833,-0.39451,-0.06015,-0.38014,-0.60236,-0.58108,0.54289,-0.78654,0
57|0|testing,-0.48293,-0.28858,-0.2107,-0.1401,-0.79456,0.15939,-0.84248,-0.33124,0.87294,-0.68511,-0.20237,0.85352,-0.3521,-0.24426,0.34056,-0.27825,-0.70633,0.0769,1.15344,1.91168,-0.88019,0.90081,-0.79405,-0.17403,-0.36393,-0.49332,1.09369,-0.24343,-0.1041,3.59814,-0.06099,-0.33274,-0.48526,-0.80634,-0.22197,1.34216,-0.69192,-0.07971,-0.27399,-0.59721,0.71892,1.33678,-0.28687,0.92062,3.40065,-0.54493,1.61048,0.31758,-0.43749,-0.31621,1.29135,-0.55812,-0.72001,-0.42992,0.02521,-0.9613,0.04179,-0.52134,0.65864,1.02779,-0.4588,-0.49795,0.39893,-0.52895,0.925,-0.71517,2.88609,0.13157,0.17481,-0.43039,1.72829,0.33828,1.8084,1.79694,-0.43446,1.12993,0.18277,-0.74979,1.66424,0.37602,0.73641,1.00304,-0.41424,1.59074,-0.86988,-1.03078,0.77648,1.22567,1.05471,1.00024,-0.70934,-0.07206,-0.82599,-0.76607,1.69707,0.0857,-1.00316,-0.47471,0.19784,-0.57182,0.12912,-0.27037,0.09401,-0.54959,-0.59941,-0.38014,0.73924,-0.58108,1.42334,1.49733,0
58|0|testing,-0.48293,-0.29901,-0.2107,-0.1401,-0.79456,0.0958,-0.84248,2.37623,1.0888,0.33819,-0.22034,-1.29889,-0.3521,0.24078,-0.28779,-0.27825,-0.39296,-1.2648,-0.23746,-0.29427,2.81765,-0.78956,-0.94046,-0.18963,-0.48434,-0.53245,0.03319,-0.25306,0.31966,0.17755,1.05343,-0.33274,-0.48526,-0.93669,-1.02917,-1.08482,0.604,2.33037,-0.27399,-1.02313,-0.8427,-0.54898,-0.28687,0.92838,-0.8739,-0.351,-0.15768,-0.13523,-0.43749,2.52029,-0.4424,-1.02465,0.34363,-0.12733,-0.56756,-1.05121,0.39509,0.17541,-0.71128,1.22881,0.59562,1.39313,2.60851,1.14355,-1.5433,-0.71517,0.11866,0.58893,-0.18917,-0.55125,-0.16214,0.71753,-0.60103,-0.12372,0.26858,0.40587,1.12799,-0.74979,-0.45502,0.05027,0.03587,0.79041,-0.41424,0.75938,-0.86988,0.97014,-1.72478,0.89724,0.65446,-0.46277,1.50303,-1.02028,0.44312,0.08692,0.7704,-1.01179,0.00684,-0.47471,0.40459,-0.04408,-2.37274,-1.02784,-0.79382,0.06975,-0.59941,2.63059,0.14689,0.92965,-0.19125,-0.1771,0
59|0|testing,-0.21563,-0.34087,-0.2107,-0.1401,-0.51459,1.13846,-0.43955,-0.33124,0.6139,0.3325,3.20887,0.60088,0.23633,0.35934,0.74501,0.94427,-0.45041,0.11003,1.84451,0.60252,-0.3047,0.86393,-0.22466,-0.25227,-0.71981,0.32839,-0.3218,-0.29172,0.71328,0.47425,-0.18652,-0.33274,0.5455,-0.74551,-0.23712,-0.30472,0.31149,-0.43984,0.24818,-0.86696,-0.30421,-0.54898,0.95414,0.05749,0.46189,-0.13463,-0.82179,0.4943,-0.16665,-0.31621,0.44868,-0.36306,0.27272,0.04208,-0.05012,0.74506,-0.36587,-0.52134,0.29333,0.63914,0.54229,0.18284,-1.14392,1.14355,-0.24924,-0.71517,0.96972,0.33245,0.90521,-0.78759,-0.24368,-0.81212,0.17343,-0.38781,-0.51107,-0.45467,-0.36202,-0.74979,-0.45502,-0.12513,0.31931,-0.10983,-0.41424,0.18841,-0.07084,-1.03078,-0.1357,0.12985,0.55662,-0.66393,-0.77313,-0.18783,-0.82599,-0.0688,-0.33096,0.64531,-0.92874,-0.47471,0.1109,-0.88504,-0.45601,-0.30572,0.94018,0.10541,-0.59941,-0.38014,1.03921,-0.58108,-0.95927,-0.22826,0
60|0|testing,-0.48293,-0.28073,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.75806,-0.68511,-0.18883,1.3692,-0.3521,-0.74726,1.4865,-0.27825,0.08581,-1.33315,-0.86644,0.2345,-0.05413,0.59977,0.19288,-0.16227,2.50812,1.33269,-0.77338,-0.23617,-0.54356,-0.40685,-0.77831,-0.33274,-0.48526,2.30267,-0.066,0.47538,-0.69192,-1.24012,-0.27399,1.57972,1.10933,-0.54898,-0.28687,-0.42714,2.68822,0.35664,-2.4113,-0.03577,-0.43749,-0.31621,-0.59433,0.7566,-0.72001,-1.6484,0.44437,2.3541,0.39509,-0.52134,0.96307,-0.49106,0.72894,-0.49795,-0.58438,-0.52895,0.4292,-0.71517,-0.86334,0.42452,-0.27815,2.45226,-0.11683,-0.20953,-0.60103,-0.31934,-0.23187,-0.1129,-0.84123,-0.74979,-0.45502,-0.70981,0.36064,-0.8229,-0.41424,-0.49052,1.62711,0.97014,-0.35519,-0.14126,-0.81312,0.4313,-0.7833,-0.26709,1.14818,0.21236,0.10646,-0.55582,-0.83778,-0.47471,-0.44187,0.91226,0.70205,0.08311,-0.79382,-1.72747,-0.59941,-0.38014,-1.37957,-0.58108,-0.8846,0.24926,0
61|0|testing,-0.48293,-0.33867,-0.2107,-0.1401,-0.21028,1.21323,1.25977,0.17641,-1.12197,0.31304,-0.28868,0.43395,-0.3521,0.47382,0.13136,-0.27825,-0.63069,0.00748,0.54113,0.75949,-0.00309,0.09153,-0.18147,-0.24897,-0.71271,0.43228,-0.7166,-0.28968,0.52326,-0.84088,-0.30215,-0.33274,0.05252,-0.72244,-0.11311,1.34216,0.37727,-0.82569,-0.27399,-0.53846,0.27274,-0.54898,2.28708,-0.0088,0.51997,0.05906,-0.60658,0.84919,-0.43749,-0.31621,0.57499,-0.226,0.30696,-0.30091,2.01816,0.6666,-0.34684,2.5813,-0.19166,-0.82996,0.4715,-0.49795,-0.85519,-0.52895,-0.4195,-0.13874,0.0848,0.742,1.0534,-0.56653,-0.20432,-0.72101,2.61154,-0.79153,-0.08236,-0.437,-0.94572,-0.14343,0.30186,0.50632,0.11834,0.14065,2.41404,0.28513,0.79478,0.97014,0.10812,-0.00351,0.60385,-0.97146,0.0101,0.24004,1.6247,0.91125,-0.30833,0.1354,-0.33593,0.97239,-0.37631,-1.16181,-1.01974,-0.85545,1.03787,0.02574,0.03614,-0.38014,0.07645,1.10932,-1.39956,-0.20356,0
62|0|testing,-0.48293,-0.28476,-0.2107,-0.1401,0.88525,-0.80692,-0.84248,-0.33124,2.03862,-0.68511,-0.19579,-0.96466,-0.3521,1.0233,0.85623,-0.27825,-0.65149,-1.22868,-0.86644,-0.13003,-0.45703,2.72215,0.02586,-0.16831,0.31038,0.32839,-0.05168,-0.2399,1.00332,-0.46978,-0.97557,-0.33274,-0.48526,-0.0764,-1.05072,1.64553,-0.69192,0.04922,-0.27399,-0.55461,-0.8427,-0.54898,-0.28687,-1.05223,-0.8739,-0.28103,0.49869,-0.49705,-0.43749,-0.31621,0.44753,-0.2041,-0.72001,-0.60286,-0.07496,-0.64286,-0.84147,-0.52134,2.30254,2.11332,-1.32415,-0.49795,1.38408,-0.52895,-0.07297,-0.71517,-0.86334,0.88487,-0.58956,-0.37399,-0.81452,0.30035,-0.60103,0.84461,0.03186,1.72415,1.02797,-0.74979,-0.45502,0.55699,1.31134,-0.75422,-0.41424,-0.68627,-0.86988,0.97014,1.43636,-0.27961,-0.81312,0.27483,-0.62821,-1.2567,0.95076,0.75594,2.45757,-0.49147,-0.92874,-0.47471,0.08938,0.6302,0.13587,-0.1113,-0.37864,-0.71269,1.37786,-0.38014,0.93871,-0.58108,0.38477,2.81594,0
63|0|testing,-0.48293,-0.35534,-0.2107,-0.1401,0.72269,1.89615,-0.21858,-0.33124,-0.90068,0.36289,-0.3174,-0.3536,0.12192,0.53879,1.31616,0.69976,-0.11346,-0.13233,0.38916,0.28655,-0.50951,0.21949,0.14774,-0.27391,-0.75879,1.06126,-0.46232,4.18581,0.81519,0.0354,-0.67168,-0.33274,-0.48526,0.03211,-0.56226,0.16334,-0.07985,0.04922,0.53453,-0.8965,0.45865,1.40903,-0.28687,0.8156,0.16026,-0.305,0.02889,0.32873,-0.43749,0.04979,-0.44748,0.11695,-0.72001,-0.53454,0.29168,-0.26849,1.96889,-0.52134,0.10326,-0.7434,-0.73395,0.03392,0.20966,-0.52895,0.51678,1.04803,-0.1202,0.43696,0.69817,-0.82672,0.00316,-0.07172,-0.60103,-0.1713,0.34868,-0.7595,0.37781,-0.74979,-0.45502,-0.01882,-0.68948,0.75438,-0.41424,0.407,-0.24563,-1.03078,-0.83603,0.68654,0.85278,0.00843,0.95308,-0.34673,0.13441,0.93713,-0.72108,2.05822,0.02265,-0.47471,-1.19786,0.21679,-0.01148,-0.2847,-0.79382,-0.89492,-0.59941,-0.38014,0.02432,-0.58108,0.3666,-0.65416,0
64|0|testing,-0.19583,-0.33643,-0.2107,-0.1401,-0.48914,1.14642,0.91577,-0.33124,0.41036,0.34873,-0.28482,0.27404,-0.3521,0.77432,0.78473,-0.27825,-0.39296,0.20099,-0.18593,-0.05986,-0.20656,-0.78956,-0.13519,-0.24562,0.17792,0.32839,-0.80257,-0.28761,0.47504,-0.83391,-0.2147,-0.33274,0.07697,0.25816,-0.36826,0.5954,0.23035,-0.38056,0.29565,0.14815,-0.26432,-0.54898,1.0496,0.28749,0.58333,-0.24896,-0.74264,0.5111,-0.43749,-0.31621,0.06867,0.26361,1.40728,-0.24967,1.8185,0.74024,-0.58385,0.45663,-0.71128,0.59702,0.59562,-0.49795,-0.4197,0.07923,-0.50733,0.48381,-0.37234,0.58893,-0.98995,-0.77282,-0.16214,0.56854,1.90107,-0.56387,-0.27591,-0.41805,-0.05562,0.51346,-0.45502,-0.07641,0.56732,-0.20728,-0.41424,0.07857,0.4329,0.97014,-0.28068,0.13944,0.65446,-0.29513,0.07294,0.01833,-0.19144,0.75594,-0.28409,0.09746,-0.87026,-0.47471,-0.29784,-0.50538,-0.80226,-0.61123,0.66435,-0.40318,-0.59941,-0.38014,0.28785,2.68791,-0.91127,-0.56082,0
65|0|testing,-0.29387,0.01492,-0.2107,-0.1401,-0.04798,2.82495,0.50063,0.65662,-0.26808,5.3004,-0.33375,-0.49724,0.06411,0.47791,0.50667,-0.27825,-0.39296,-0.69695,-0.2338,-0.13924,-0.04899,-0.78956,0.49113,-0.2881,-0.63151,-0.53245,0.09342,-0.31383,0.63041,-0.90134,0.34891,-0.33274,-0.48526,0.33782,0.1425,0.00732,2.69197,0.17501,-0.27399,-0.46537,-0.46182,-0.54898,-0.28687,1.29604,-0.28021,-0.90256,-0.19029,-0.1329,-0.24592,0.31412,-0.28364,-0.6501,0.34363,0.21486,-1.61638,-0.3878,0.13476,1.78813,-0.71128,-0.24537,0.06235,0.42204,-0.92534,-0.15728,-0.89442,0.05341,-0.536,0.78622,0.34467,-0.84668,-0.56987,0.71753,0.48321,-0.8573,0.35941,-0.32651,0.5681,-0.35087,0.06187,-0.30976,-0.0527,-0.15324,-0.41424,0.9646,0.2099,0.97014,-0.16193,0.75304,1.14365,-0.23925,0.55509,0.02643,-0.40295,0.49078,-0.16692,-0.49618,-0.38298,2.41948,-0.02784,0.37616,-1.33194,-0.61123,0.321,0.03227,0.26866,-0.38014,0.7966,0.93844,-0.67127,-0.1771,0
66|0|testing,-0.48293,-0.26679,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.49422,-0.68511,-0.16482,1.71193,-0.3521,-1.30056,1.85725,-0.27825,1.76148,2.17863,-0.86644,-1.14856,1.96803,0.77863,1.02798,-0.14142,1.13453,-0.67592,0.94915,-0.2233,1.87344,-0.09217,0.20801,-0.33274,-0.48526,0.81576,-1.42752,-1.08482,-0.69192,-1.24012,-0.27399,2.10029,2.28055,-0.54898,-0.28687,-1.39801,-0.8739,3.06456,-1.58426,-1.3707,-0.43749,-0.31621,2.99838,1.62151,-0.72001,0.41901,-0.63492,1.39504,-0.84147,-0.52134,1.80024,-0.24537,-0.20429,-0.49795,0.94591,-0.52895,-0.56223,-0.71517,-0.86334,0.88487,0.34467,-0.99439,2.42021,0.02223,-0.60103,0.023,0.15584,2.87765,1.93819,-0.74979,-0.45502,-0.70981,2.42738,0.30613,-0.41424,-0.98599,-0.86988,0.97014,-0.06252,-1.14237,-0.81312,0.4313,-1.13923,-2.81091,-0.82599,-1.41836,3.93385,-1.01179,-0.38298,-0.47471,-0.3157,-0.65217,2.13617,2.02728,-0.48207,3.32001,-0.59941,-0.38014,0.17316,-0.58108,-0.51126,4.42758,0
67|0|testing,-0.48293,-0.30829,-0.2107,-0.1401,2.25964,0.13078,0.03664,-0.33124,-0.72702,-0.68511,-0.23633,0.85139,-0.3521,0.55462,-1.08692,-0.27825,-0.54503,-0.54898,-0.21308,0.4106,-0.14076,0.31249,-1.0352,-0.20351,-0.56226,1.569,-0.31141,3.10654,0.59385,1.6293,-1.01038,-0.33274,0.6392,-1.02103,-0.60506,1.09946,-0.69192,-0.51487,-0.27399,-0.74753,-0.8427,-0.54898,-0.28687,1.71973,0.09759,-0.02126,-0.31179,0.03706,-0.43749,-0.31621,-0.12667,0.33948,-0.72001,-0.88803,-0.59506,-1.07175,2.48773,-0.52134,0.17514,-0.46216,-1.35709,-0.49795,2.54037,-0.52895,1.31609,-0.71517,-0.05463,0.88487,0.23476,-0.62945,0.29357,-0.26406,0.84463,0.80836,0.0575,-0.51499,0.98733,0.41628,-0.45502,-0.70981,-0.85508,0.29977,-0.41424,1.39372,-0.03755,-1.03078,-0.77196,1.80583,0.39548,0.24722,1.76357,-0.33168,-0.82599,0.62005,-0.40815,1.11819,-0.30272,-0.47471,-0.67226,0.47991,0.13357,-0.83179,-0.79382,-0.66987,0.5128,2.63059,0.90734,-0.58108,0.74054,-0.31253,0
68|0|testing,-0.48293,-0.32943,-0.2107,-0.1401,0.62002,0.09748,0.17545,0.27794,-0.33592,-0.68511,-0.27277,0.31457,0.35892,0.62493,-0.67866,-0.27825,-0.28954,-0.21718,-0.23629,0.54835,0.3099,-0.03725,-0.27477,-0.23516,-0.67861,0.68994,-0.9362,2.46894,1.17735,0.09664,-0.6205,-0.33274,-0.48526,-0.34404,-0.06404,0.33971,-0.69192,0.21039,0.38559,-0.83572,-0.19203,3.27399,-0.28687,-0.35177,0.25098,-0.19223,-0.06788,0.56081,-0.43749,0.28095,-0.20621,-0.68858,-0.72001,-0.99139,0.49396,-0.94512,1.51388,-0.52134,-0.10852,-0.45175,-0.76422,0.35304,1.49023,-0.52895,0.30123,1.32854,-0.31342,0.05624,-0.70167,-0.74623,-0.92868,-0.28369,-0.60103,-0.51105,-0.35261,-0.50594,-0.84123,0.69392,-0.45502,-0.34786,-0.84633,0.33569,-0.41424,-0.48835,0.12892,-1.03078,-0.42499,-0.34114,0.00873,0.55646,0.18179,-0.26314,0.59541,-0.87479,-0.39657,0.52896,-0.43756,-0.47471,-0.45168,-0.2321,-0.25339,0.00535,-0.79382,-0.79237,0.14207,-0.38014,0.20374,-0.58108,0.25036,-0.51477,0
69|0|testing,-0.05229,-0.35534,-0.2107,-0.1401,-0.79456,4.45349,0.71726,0.0495,-0.13055,1.40203,-0.3174,-0.564,0.12192,-0.26873,0.05362,-0.27825,-0.11346,-0.11538,-0.25556,-0.51884,-0.61716,-0.27389,-0.25852,-0.27391,-0.09056,-0.56735,0.61196,-0.30507,-0.12548,-0.88312,0.28798,-0.33274,0.71175,0.39379,-0.30775,-0.46074,0.55993,0.37156,-0.27399,-0.39,0.45865,-0.54898,0.70594,0.92299,0.84971,-0.352,0.89218,-0.28423,-0.21931,0.04979,-0.46563,-0.30714,-0.31755,-0.12816,-0.032,-0.28484,-0.65411,1.79273,-0.30401,-0.02623,0.17405,-0.49795,-0.88344,0.76589,-0.05647,0.60723,-0.49177,0.32499,0.69817,-0.82672,-0.61395,0.37928,0.01854,-0.50439,0.2741,-0.7595,0.70289,0.16894,0.72235,-0.01882,0.21541,0.08224,-0.41424,0.04574,0.37862,0.97014,0.55914,0.22538,2.51868,0.38901,0.10585,-0.25744,-0.34579,0.57475,-0.72108,0.48184,1.12891,2.41948,0.37364,0.01354,-0.22732,-0.2847,0.05953,-0.60363,-0.10509,-0.38014,0.33494,0.88617,-0.17828,-0.65416,0
70|0|testing,-0.14591,0.17999,-0.2107,-0.1401,0.69861,0.16294,0.76925,0.31,-0.49422,-0.68511,-0.26859,-0.33615,-0.3521,0.35934,1.02307,1.27768,-0.50068,-0.75279,0.48508,1.20326,-0.5124,0.20518,0.40166,-0.23153,-0.15321,0.57946,-1.46887,-0.27891,0.42324,-0.32818,-0.77831,-0.33274,0.20191,0.25816,0.3127,0.90089,-0.69192,-0.23107,0.42223,-0.43749,0.51523,3.07988,-0.28687,-0.6327,0.90716,-0.94904,-0.04545,1.6321,-0.09599,-0.31621,-0.02831,0.13543,0.52091,-0.38221,-0.634,-0.40038,1.63165,0.80328,-0.0834,-0.24537,-0.6709,0.39783,0.3171,-0.52895,-0.99634,-0.71517,0.28232,-0.32354,-0.82312,0.8151,-0.90966,0.5437,-0.60103,0.53651,0.61578,-0.64692,-1.57265,0.00816,0.4664,-0.70981,-0.67272,-0.48325,-0.41424,-0.86268,0.70717,-1.03078,1.19344,-0.6034,0.04297,0.04014,0.43387,0.67648,2.13526,-0.00034,-0.78204,-1.01179,0.64031,0.97239,-0.16791,0.3997,-0.49791,-0.15991,1.86967,-0.18278,0.1743,-0.38014,-1.13329,1.04201,1.16879,-0.7207,0
