,rbfsvm,lightgbm,xgboost,dt,et
seq_845,0,0,0,0,0
seq_1566,0,0,0,0,0
seq_384,0,0,0,0,0
seq_1300,0,0,0,0,0
seq_1297,0,0,0,0,0
seq_1894,1,0,0,0,0
seq_1125,0,0,0,0,0
seq_426,0,0,0,0,0
seq_1848,0,0,0,0,0
seq_311,0,0,0,0,0
seq_583,0,0,0,0,0
seq_1160,0,0,0,0,0
seq_1293,0,0,0,0,0
seq_1431,0,0,0,0,0
seq_22,0,0,0,0,0
seq_1281,0,0,0,0,0
seq_897,0,0,0,0,0
seq_433,0,0,0,0,0
seq_1502,0,0,0,0,0
seq_102,0,0,0,0,0
seq_1124,0,0,0,1,0
seq_1903,0,0,0,0,0
seq_1950,0,0,0,0,0
seq_1016,0,0,0,0,0
seq_505,0,0,0,1,0
seq_471,0,0,0,0,0
seq_749,0,0,0,1,0
seq_1728,0,1,1,1,0
seq_1035,0,0,0,0,0
seq_181,0,0,0,0,0
seq_212,0,0,0,0,0
seq_1267,0,0,0,0,0
seq_1005,0,0,0,0,0
seq_358,0,0,0,0,0
seq_1912,0,0,0,0,0
seq_881,0,0,0,0,0
seq_1748,0,0,0,0,0
seq_33,0,0,0,0,0
seq_1613,0,0,0,0,0
seq_380,0,0,0,0,0
seq_1906,0,0,0,0,0
seq_1452,0,0,0,0,0
seq_1001,0,0,0,0,0
seq_1772,0,0,0,0,0
seq_330,0,0,0,0,0
seq_1321,0,0,0,0,0
seq_1033,0,0,0,0,0
seq_1113,0,1,1,0,0
seq_1178,0,0,0,0,0
seq_1296,0,0,0,1,0
seq_1288,0,0,0,0,0
seq_1771,0,0,0,1,0
seq_78,0,0,0,0,0
seq_138,0,0,0,0,0
seq_1170,0,0,0,0,0
seq_941,0,0,0,0,0
seq_1577,0,0,0,0,0
seq_800,0,0,0,0,0
seq_783,0,0,0,0,0
seq_1433,0,0,0,0,0
seq_475,0,0,0,0,0
seq_729,0,0,0,0,0
seq_1162,0,0,0,0,0
seq_1474,0,0,0,1,0
seq_727,0,0,0,0,0
seq_1330,0,0,0,0,0
seq_1136,0,0,0,0,0
seq_1763,0,0,0,0,0
seq_971,0,0,0,0,0
seq_1923,0,0,0,0,0
seq_1213,0,0,0,0,0
seq_336,0,0,0,0,0
seq_1517,0,0,0,0,0
seq_1793,0,0,0,0,0
seq_15,0,0,0,0,0
seq_1836,0,0,0,0,0
seq_1245,0,0,0,1,0
seq_950,0,0,0,0,0
seq_222,0,0,0,0,0
seq_1707,0,0,0,0,0
seq_750,0,0,0,0,0
seq_32,0,0,0,0,0
seq_757,0,0,0,0,0
seq_1266,0,1,1,0,0
seq_1673,0,0,0,0,0
seq_903,0,0,0,0,0
seq_1140,0,0,0,0,0
seq_1881,0,0,0,0,0
seq_1633,0,0,0,0,0
seq_1233,0,0,0,0,0
seq_41,0,0,0,0,0
seq_1246,0,0,0,0,0
seq_1350,0,0,0,0,0
seq_574,0,0,0,0,0
seq_1757,0,0,0,0,0
seq_676,0,0,0,0,0
seq_1089,0,0,0,0,0
seq_1196,0,0,0,0,0
seq_683,0,0,0,0,0
seq_115,0,0,0,0,0
seq_604,0,0,0,0,0
seq_1644,0,0,0,0,0
seq_402,0,0,0,1,0
seq_979,0,0,0,0,0
seq_573,0,0,0,0,0
seq_1595,0,0,0,0,0
seq_1013,0,0,0,0,0
seq_919,0,0,0,0,0
seq_112,0,0,0,1,0
seq_1442,0,0,0,1,0
seq_1543,0,0,0,0,0
seq_497,0,0,0,0,0
seq_1352,0,0,0,0,0
seq_1960,0,0,0,0,0
seq_1091,0,0,0,0,0
seq_1781,0,0,0,0,0
seq_461,0,0,0,0,0
seq_891,0,0,0,1,0
seq_870,0,0,0,0,0
seq_1518,0,0,0,0,0
seq_1168,0,0,0,0,0
seq_1741,0,0,0,0,0
seq_1598,1,1,1,1,1
seq_1519,0,0,0,0,0
seq_1541,0,0,0,0,0
seq_217,0,0,0,0,0
seq_61,1,1,1,1,1
seq_649,0,0,0,0,0
seq_306,0,0,0,0,0
seq_288,0,0,0,0,0
seq_1582,0,0,0,0,0
seq_1813,0,0,0,0,0
seq_752,0,0,0,0,0
seq_1101,0,0,0,0,0
seq_210,0,0,0,0,0
seq_1911,0,0,0,0,0
seq_1634,1,0,1,0,0
seq_1770,0,0,0,0,0
seq_1262,0,0,0,0,0
seq_1252,0,0,0,0,0
seq_1927,0,0,0,0,0
seq_908,0,0,0,0,0
seq_659,0,0,0,0,0
seq_990,0,0,0,0,0
seq_391,0,0,0,0,0
seq_1530,0,0,0,0,0
seq_1522,0,0,0,0,0
seq_949,0,0,0,0,0
seq_1617,0,0,0,0,0
seq_647,0,0,0,0,0
seq_1670,0,0,0,0,0
seq_826,0,0,0,0,0
seq_964,0,0,0,0,0
seq_839,0,0,0,0,0
seq_1650,0,0,0,0,0
seq_166,0,0,0,0,0
seq_1830,0,0,0,0,0
seq_421,0,0,0,1,0
seq_1509,0,0,0,0,0
seq_1453,0,0,0,0,0
seq_777,0,0,0,0,0
seq_350,0,0,0,0,0
seq_1905,0,0,0,0,0
seq_764,0,0,0,0,0
seq_657,0,0,0,0,0
seq_624,0,0,0,1,0
seq_1344,0,0,0,0,0
seq_252,0,0,0,0,0
seq_1866,0,0,0,0,0
seq_925,0,0,0,0,0
seq_178,0,0,0,0,0
seq_1045,0,0,0,1,0
seq_1050,0,0,0,0,0
seq_1492,0,0,0,0,0
seq_1331,0,0,0,0,0
seq_535,0,0,0,0,0
seq_1399,0,0,0,0,0
seq_1007,0,0,0,0,0
seq_460,0,0,0,0,0
seq_165,0,0,0,0,0
seq_1671,0,0,0,0,0
seq_1226,0,0,0,1,0
seq_1882,0,0,0,0,0
seq_697,0,0,0,0,0
seq_804,0,0,0,0,0
seq_1638,0,0,0,0,0
seq_430,0,0,0,0,0
seq_1490,0,0,0,0,0
seq_570,0,0,0,0,0
seq_373,0,0,0,0,0
seq_1604,0,0,0,0,0
seq_989,0,0,0,0,0
seq_1445,0,0,0,1,0
seq_874,0,0,0,0,0
seq_1227,0,0,0,0,0
seq_1602,0,0,0,1,0
seq_1155,0,0,0,1,0
seq_878,0,0,0,0,0
seq_917,0,0,0,0,0
seq_1078,0,0,0,0,0
seq_1299,0,0,0,0,0
seq_45,0,0,0,1,0
seq_198,0,0,0,0,0
seq_1599,0,0,0,0,0
seq_1715,0,0,0,0,0
seq_1653,0,0,0,0,0
seq_1539,0,0,0,0,0
seq_1507,0,0,0,1,0
seq_175,0,0,0,0,0
seq_612,0,0,0,1,0
seq_487,0,0,0,0,0
seq_1699,0,0,0,0,0
seq_278,0,0,0,0,0
seq_1068,0,0,0,0,0
seq_1709,0,0,0,0,0
seq_1177,0,0,0,1,0
seq_1247,0,0,0,0,0
seq_1718,0,0,0,0,0
seq_191,0,0,0,0,0
seq_459,0,0,0,0,0
seq_1356,1,1,1,1,1
seq_129,0,0,0,0,0
seq_531,0,0,0,0,0
seq_1201,0,0,0,1,0
seq_1082,0,0,0,0,0
seq_482,0,0,0,0,0
seq_746,0,0,0,0,0
seq_200,0,0,0,1,0
seq_147,0,0,0,0,0
seq_1412,0,0,0,0,0
seq_253,0,0,0,0,0
seq_262,0,0,0,0,0
seq_149,0,0,1,0,1
seq_1361,0,0,0,0,0
seq_1838,0,0,0,0,0
seq_1470,0,0,0,0,0
seq_1128,0,0,0,0,0
seq_1555,0,0,0,0,0
seq_290,0,0,0,0,0
seq_1952,0,0,0,0,0
seq_1534,0,0,0,0,0
seq_53,0,0,0,0,0
seq_1272,0,0,0,0,0
seq_710,0,1,1,1,0
seq_1488,0,0,0,0,0
seq_910,0,0,0,0,0
seq_669,0,0,0,0,0
seq_1142,0,0,0,0,0
seq_142,0,0,0,0,0
seq_367,0,0,0,0,0
seq_957,0,0,0,0,0
seq_1758,0,0,0,0,0
seq_1805,0,0,0,0,0
seq_1019,0,0,0,0,0
seq_1172,0,0,0,1,0
seq_1059,0,0,0,0,0
seq_3,0,0,0,0,0
seq_1736,0,0,0,0,0
seq_824,0,0,0,0,0
seq_1525,0,0,0,0,0
seq_363,0,0,0,0,0
seq_660,0,0,0,0,0
seq_349,0,0,0,0,0
seq_1255,0,0,0,1,0
seq_1164,0,0,0,0,0
seq_46,0,0,0,0,0
seq_597,0,0,0,0,0
seq_1742,0,0,0,0,0
seq_1664,0,0,0,0,0
seq_1129,0,0,0,1,0
seq_1171,0,0,0,0,0
seq_893,0,0,0,0,0
seq_725,0,0,0,0,0
seq_1648,0,0,0,0,0
seq_456,0,0,0,0,0
seq_303,0,0,0,0,0
seq_873,0,0,0,0,0
seq_538,0,0,0,0,0
seq_1275,0,0,0,0,0
seq_265,0,0,0,0,0
seq_100,0,0,0,0,0
seq_1479,0,0,0,1,0
seq_1095,0,0,0,0,0
seq_1378,0,0,0,0,0
seq_1478,0,0,0,0,0
seq_688,0,0,0,0,0
seq_1311,0,0,0,0,0
seq_565,0,0,0,0,0
seq_1000,0,0,0,0,0
seq_1806,0,0,0,0,0
seq_72,0,0,0,1,0
seq_1010,0,0,0,0,0
seq_520,0,0,0,0,0
seq_959,0,0,0,0,0
seq_1096,0,0,0,0,0
seq_127,0,0,0,0,0
seq_1179,0,1,1,0,1
seq_322,0,0,0,0,0
seq_1345,0,0,0,0,0
seq_1194,0,0,0,0,0
seq_1714,0,0,0,0,0
seq_1,0,0,0,1,0
seq_825,0,0,0,0,0
seq_1219,0,0,0,0,0
seq_1022,0,0,0,0,0
seq_488,0,0,0,0,0
seq_1688,0,0,0,0,0
seq_1195,0,0,0,0,0
seq_1063,0,0,0,0,0
seq_1731,1,0,0,0,0
seq_209,0,0,0,0,0
seq_661,0,0,0,0,0
seq_1814,0,1,1,1,0
seq_235,0,1,1,0,0
seq_1111,0,0,0,1,0
1|1|testing,0,0,0,0,0
2|1|testing,1,1,1,0,1
3|1|testing,1,1,0,0,1
4|1|testing,0,0,0,0,0
5|1|testing,1,0,0,0,0
6|1|testing,0,0,0,0,0
7|1|testing,1,0,0,1,0
8|1|testing,1,1,1,1,1
9|1|testing,0,0,0,1,1
10|1|testing,1,1,1,1,1
11|1|testing,1,0,0,0,0
12|1|testing,1,1,1,0,1
13|1|testing,1,0,0,0,0
14|1|testing,1,0,0,0,0
15|1|testing,1,0,1,0,0
16|1|testing,1,1,1,1,1
17|1|testing,1,0,0,1,0
18|1|testing,1,1,1,0,1
19|1|testing,1,1,1,1,1
20|1|testing,0,1,0,1,0
21|1|testing,1,1,1,1,1
22|1|testing,1,1,1,1,1
23|1|testing,0,0,0,0,0
24|1|testing,1,1,1,1,0
25|1|testing,0,1,1,1,0
26|1|testing,1,1,1,1,1
27|1|testing,1,1,1,1,1
28|1|testing,1,1,1,0,0
29|1|testing,1,1,1,1,1
30|1|testing,0,0,0,1,0
31|1|testing,1,1,1,0,1
32|1|testing,1,0,0,1,0
33|1|testing,1,0,0,1,0
34|1|testing,1,0,0,0,0
35|1|testing,1,1,1,1,1
36|1|testing,1,0,0,1,0
37|1|testing,1,1,1,1,1
38|1|testing,1,0,1,0,1
39|1|testing,1,0,0,1,0
40|1|testing,0,0,0,0,0
41|1|testing,0,0,0,0,0
42|1|testing,0,0,1,0,0
43|1|testing,1,0,0,0,0
44|1|testing,1,1,1,1,1
45|1|testing,1,1,1,0,1
46|1|testing,1,0,0,0,0
47|1|testing,1,1,1,0,1
48|1|testing,0,0,0,0,0
49|1|testing,1,1,1,0,0
50|1|testing,1,1,1,1,1
51|1|testing,0,1,0,0,0
52|1|testing,1,1,1,1,1
53|1|testing,0,0,0,0,0
54|1|testing,1,1,0,1,1
55|1|testing,0,0,0,0,0
56|1|testing,1,1,1,1,1
57|1|testing,1,0,0,0,0
58|1|testing,0,0,0,0,0
59|1|testing,0,0,0,0,0
60|1|testing,0,0,1,0,0
61|1|testing,0,0,0,0,0
62|1|testing,0,1,1,0,1
63|1|testing,0,0,0,0,0
64|1|testing,0,0,0,0,0
65|1|testing,1,1,1,0,1
66|1|testing,0,0,0,0,0
67|1|testing,1,1,1,1,0
68|1|testing,0,0,0,0,0
69|1|testing,0,0,0,1,0
70|1|testing,0,0,0,1,0
71|1|testing,0,0,0,0,0
72|1|testing,0,0,0,0,0
73|1|testing,0,0,0,0,0
74|1|testing,1,0,0,1,0
75|1|testing,1,1,1,1,1
76|1|testing,0,0,1,1,0
77|1|testing,1,1,1,1,1
78|1|testing,0,0,0,0,0
79|1|testing,1,1,1,1,1
80|1|testing,0,0,0,0,0
81|1|testing,1,1,1,1,1
82|1|testing,1,0,1,1,1
83|1|testing,1,1,0,1,0
84|1|testing,0,0,1,0,0
85|1|testing,1,0,0,1,0
86|1|testing,1,0,0,0,0
87|1|testing,1,1,1,1,1
88|1|testing,0,0,1,0,0
89|1|testing,1,0,0,0,0
90|1|testing,1,0,0,1,0
91|1|testing,0,0,0,0,0
92|1|testing,1,0,0,0,0
93|1|testing,0,0,0,0,0
94|1|testing,1,1,1,1,1
95|1|testing,0,0,0,0,0
96|1|testing,1,1,0,1,0
98|1|testing,0,0,0,0,0
100|1|testing,0,0,0,0,0
101|1|testing,0,0,0,0,0
