,rbfsvm,lightgbm,xgboost,dt,et
seq_988,0,0,0,0,0
seq_1689,0,0,0,0,0
seq_1676,0,0,0,0,0
seq_1930,0,0,0,0,0
seq_285,0,0,0,0,0
seq_1559,0,0,0,0,0
seq_1923,0,0,0,0,0
seq_248,0,0,0,0,0
seq_253,0,0,0,0,0
seq_1305,0,0,0,0,0
seq_1333,0,0,0,0,0
seq_1094,0,0,0,0,0
seq_439,0,0,0,0,0
seq_758,0,0,0,0,0
seq_72,0,0,0,0,0
seq_1049,0,0,0,0,0
seq_1284,0,0,0,0,0
seq_763,0,0,0,0,0
seq_538,0,0,0,0,0
seq_1523,0,0,0,0,0
seq_1654,0,0,0,0,0
seq_347,0,0,0,0,0
seq_1650,0,0,0,0,0
seq_839,0,0,0,0,0
seq_1572,0,0,0,0,0
seq_1770,0,0,0,0,0
seq_975,0,0,0,0,0
seq_1730,0,0,0,0,0
seq_664,0,0,0,0,0
seq_581,0,0,0,0,0
seq_457,0,0,0,0,0
seq_703,0,0,0,0,0
seq_147,0,0,0,0,0
seq_242,0,0,0,0,0
seq_1095,0,0,0,0,0
seq_897,0,0,0,0,0
seq_145,0,0,0,0,0
seq_60,0,0,0,0,0
seq_1560,0,0,0,0,0
seq_1920,0,0,0,0,0
seq_265,0,0,0,0,0
seq_243,0,0,0,0,0
seq_271,0,0,0,0,0
seq_312,0,0,0,0,0
seq_1926,0,0,0,0,0
seq_1886,0,0,0,0,0
seq_1005,0,0,0,0,0
seq_967,0,0,0,0,0
seq_1775,0,0,0,0,0
seq_333,0,0,0,0,0
seq_316,0,0,0,1,0
seq_216,0,0,0,0,0
seq_1286,0,0,0,0,0
seq_1204,0,0,0,0,0
seq_572,0,0,0,0,0
seq_1673,0,0,0,0,0
seq_1491,0,0,0,0,0
seq_264,0,0,0,0,0
seq_672,0,0,0,0,0
seq_917,0,0,0,0,0
seq_1901,0,0,0,0,0
seq_488,0,0,0,0,0
seq_1604,0,0,0,0,0
seq_492,0,0,0,0,0
seq_1862,0,0,0,0,0
seq_1362,0,0,0,0,0
seq_41,0,0,0,0,0
seq_803,0,0,0,0,0
seq_1863,0,0,0,0,0
seq_391,0,0,0,0,0
seq_433,0,0,0,0,0
seq_1731,0,0,0,1,0
seq_272,0,0,0,0,0
seq_1067,0,0,0,0,0
seq_366,0,0,0,0,0
seq_1612,0,0,0,0,0
seq_208,0,0,0,0,0
seq_294,0,0,0,0,0
seq_857,0,0,0,0,0
seq_653,0,0,0,0,0
seq_1027,0,0,0,0,0
seq_622,0,0,0,0,0
seq_553,0,0,0,0,0
seq_1259,0,0,0,0,0
seq_590,0,0,0,0,0
seq_1756,0,0,0,0,0
seq_1180,0,0,0,0,0
seq_162,0,0,0,1,0
seq_743,0,0,0,0,0
seq_1158,0,0,0,0,0
seq_1905,0,0,0,0,0
seq_1194,0,0,0,0,0
seq_241,0,0,0,0,0
seq_245,0,0,0,0,0
seq_532,0,0,0,0,0
seq_1570,0,0,0,0,0
seq_1906,0,0,0,0,0
seq_1867,0,0,0,0,0
seq_22,0,0,0,0,0
seq_1019,0,0,0,0,0
seq_1499,0,0,0,1,0
seq_98,0,0,0,0,0
seq_624,0,0,0,0,0
seq_1640,0,0,0,0,0
seq_1123,0,0,0,0,0
seq_1811,0,0,0,0,0
seq_1456,0,0,0,0,0
seq_1904,0,0,0,0,0
seq_1516,0,0,0,0,0
seq_1577,0,0,0,0,0
seq_405,0,0,0,0,0
seq_525,0,0,0,0,0
seq_770,0,0,0,0,0
seq_710,0,0,0,0,0
seq_427,0,0,0,0,0
seq_593,0,0,0,1,0
seq_609,0,0,0,1,0
seq_1951,0,0,0,1,0
seq_1018,0,0,0,0,0
seq_144,0,0,0,0,0
seq_1659,0,0,0,0,0
seq_671,0,0,0,0,0
seq_1345,0,0,0,0,0
seq_1228,0,0,0,0,0
seq_185,0,0,0,0,0
seq_877,0,0,0,0,0
seq_1839,0,0,0,0,0
seq_1368,0,0,0,0,0
seq_430,0,0,0,0,0
seq_1452,0,0,0,0,0
seq_737,0,0,0,0,0
seq_910,0,0,0,0,0
seq_328,0,0,0,0,0
seq_112,0,0,0,0,0
seq_1164,0,0,0,0,0
seq_748,0,0,0,0,0
seq_411,0,0,0,0,0
seq_1712,0,0,0,0,0
seq_1078,0,0,0,0,0
seq_1257,0,0,0,0,0
seq_1536,0,0,0,0,0
seq_690,0,0,0,0,0
seq_548,0,0,0,0,0
seq_1755,0,0,0,0,0
seq_1803,0,0,0,0,0
seq_643,0,0,0,0,0
seq_1111,0,0,0,0,0
seq_586,0,0,0,0,0
seq_1114,0,0,0,0,0
seq_350,0,0,0,0,0
seq_1507,0,0,0,0,0
seq_1667,0,0,0,0,0
seq_791,0,0,0,0,0
seq_543,0,0,0,0,0
seq_1440,0,0,0,0,0
seq_1404,0,0,0,0,0
seq_945,0,0,0,0,0
seq_1739,0,0,0,0,0
seq_237,0,0,0,0,0
seq_1060,0,0,0,0,0
seq_1048,0,0,0,0,0
seq_1573,0,0,0,0,0
seq_1448,0,0,0,0,0
seq_963,0,0,0,0,0
seq_327,0,0,0,0,0
seq_1769,0,0,0,0,0
seq_66,0,0,0,0,0
seq_1537,0,0,0,0,0
seq_225,0,0,0,0,0
seq_192,0,0,0,0,0
seq_773,0,0,0,0,0
seq_1543,0,0,0,0,0
seq_1337,0,0,0,0,0
seq_140,0,0,0,0,0
seq_1230,0,0,0,0,0
seq_1320,0,0,0,0,0
seq_746,0,0,0,0,0
seq_336,0,0,0,0,0
seq_284,0,0,0,0,0
seq_780,0,0,0,1,0
seq_397,0,0,0,0,0
seq_1054,0,0,0,0,0
seq_896,0,0,0,0,0
seq_1539,0,0,0,0,0
seq_1733,0,0,0,0,0
seq_1666,0,0,0,1,0
seq_1222,0,0,0,0,0
seq_1438,0,0,0,0,0
seq_1927,0,0,0,0,0
seq_1585,0,0,0,0,0
seq_370,0,0,0,0,0
seq_1032,0,0,0,0,0
seq_1455,0,0,0,0,0
seq_981,0,0,0,0,0
seq_541,0,0,0,0,0
seq_209,0,0,0,0,0
seq_1195,0,0,0,0,0
seq_1670,0,0,0,0,0
seq_64,0,0,0,0,0
seq_161,0,0,0,0,0
seq_732,0,0,0,0,0
seq_745,0,0,0,0,0
seq_983,0,0,0,0,0
seq_1943,0,0,0,0,0
seq_118,0,0,0,1,0
seq_1476,0,0,0,0,0
seq_1171,0,0,0,0,0
seq_1382,0,0,0,0,0
seq_483,0,0,0,0,0
seq_1393,0,0,1,0,0
seq_851,0,0,0,0,0
seq_1741,0,0,0,0,0
seq_700,0,0,0,0,0
seq_568,0,0,0,0,0
seq_516,0,0,0,0,0
seq_1294,0,0,0,0,0
seq_645,0,0,0,0,0
seq_1355,0,0,0,0,0
seq_1331,0,0,0,0,0
seq_873,0,0,0,0,0
seq_1753,0,0,0,0,0
seq_1849,0,0,0,0,0
seq_1634,0,0,0,0,0
seq_94,0,0,0,0,0
seq_1495,0,0,0,0,0
seq_764,0,0,0,0,0
seq_1173,0,0,0,0,0
seq_369,0,0,0,0,0
seq_193,0,0,0,0,0
seq_1635,0,0,0,0,0
seq_1761,0,0,0,0,0
seq_474,0,0,0,0,0
seq_546,0,0,0,0,0
seq_1699,0,0,0,0,0
seq_604,0,0,0,0,0
seq_970,0,0,0,0,0
seq_286,0,0,0,0,0
seq_1896,0,0,0,0,0
seq_1300,0,0,0,0,0
seq_168,0,0,0,0,0
seq_1737,0,0,0,0,0
seq_1326,0,0,0,0,0
seq_348,0,0,0,0,0
seq_1760,0,0,0,0,0
seq_1449,0,0,0,0,0
seq_696,0,0,0,0,0
seq_1802,1,0,0,0,0
seq_1318,0,0,0,0,0
seq_7,0,0,0,0,0
seq_1139,0,0,0,0,0
seq_74,0,0,0,0,0
seq_649,0,0,0,0,0
seq_799,0,0,0,0,0
seq_1447,0,0,0,0,0
seq_1621,0,0,1,0,0
seq_869,0,0,0,0,0
seq_1846,0,0,0,0,0
seq_1206,0,0,0,0,0
seq_276,0,0,0,0,0
seq_149,0,0,0,1,0
seq_688,0,0,0,0,0
seq_635,0,0,0,0,0
seq_539,0,0,0,0,0
seq_75,0,0,0,0,0
seq_964,0,0,0,0,0
seq_1701,0,0,0,0,0
seq_961,0,0,0,0,0
seq_842,0,0,0,0,0
seq_925,0,0,0,1,0
seq_659,0,0,0,0,0
seq_1861,0,0,0,0,0
seq_866,0,0,0,0,0
seq_349,0,0,0,0,0
seq_673,0,0,0,0,0
seq_942,0,0,0,0,0
seq_346,0,0,0,0,0
seq_1370,0,0,0,0,0
seq_1551,0,0,0,0,0
seq_804,0,0,0,0,0
seq_1548,0,0,0,0,0
seq_453,0,0,0,0,0
seq_1013,0,0,0,0,0
seq_1380,0,0,0,0,0
seq_167,0,0,0,0,0
seq_529,0,0,0,0,0
seq_1435,0,0,0,0,0
seq_1538,0,0,0,0,0
seq_1187,0,0,0,0,0
seq_595,0,0,0,0,0
seq_290,0,0,0,0,0
seq_827,0,0,0,0,0
seq_1928,0,0,0,0,0
seq_402,0,0,0,0,0
seq_1566,0,0,0,0,0
seq_1268,0,0,0,0,0
seq_354,0,0,0,1,0
seq_358,0,0,0,0,0
seq_90,0,0,0,0,0
seq_1542,0,0,0,0,0
seq_1077,0,0,0,0,0
seq_1891,0,0,0,0,0
seq_1531,0,0,0,0,0
seq_1478,0,0,0,0,0
seq_352,0,0,0,0,0
seq_323,0,0,0,0,0
seq_1598,0,0,0,0,0
seq_1407,0,0,0,0,0
seq_1918,0,0,0,0,0
seq_1113,0,1,1,1,0
seq_48,0,0,0,0,0
seq_11,0,0,0,0,0
seq_1450,0,0,0,0,0
seq_357,0,0,0,0,0
seq_668,0,0,0,0,0
seq_1445,0,0,0,0,0
seq_1691,0,0,0,0,0
seq_420,0,0,0,0,0
seq_177,0,0,0,0,0
seq_597,0,0,0,0,0
seq_1866,0,0,0,0,0
seq_717,0,0,0,0,0
seq_1071,0,0,0,0,0
seq_319,0,0,0,0,0
seq_1122,0,0,0,0,0
seq_1503,0,0,0,0,0
seq_160,0,0,0,0,0
seq_466,0,0,0,0,0
seq_159,0,0,0,0,0
seq_1101,0,0,0,0,0
seq_199,0,0,0,0,0
seq_289,0,0,0,0,0
seq_1812,0,0,0,0,0
seq_905,0,0,0,0,0
seq_1474,0,0,0,0,0
seq_886,0,0,0,1,0
seq_268,0,0,0,0,0
seq_1140,0,0,0,0,0
seq_757,0,0,0,0,0
seq_304,0,0,0,0,0
seq_663,0,0,0,0,0
seq_882,0,0,0,0,0
seq_1619,0,0,0,0,0
seq_1050,0,0,0,0,0
seq_1045,0,0,0,0,0
seq_1055,0,0,0,0,0
seq_1661,0,0,0,0,0
seq_1142,0,0,0,0,0
seq_1763,0,0,0,0,0
seq_1796,0,0,0,0,0
seq_1042,0,0,0,0,0
seq_924,0,0,0,0,0
seq_766,0,0,0,0,0
seq_1890,0,0,0,0,0
seq_18,0,0,0,1,0
seq_1306,0,0,0,0,0
seq_229,0,0,0,0,0
seq_919,0,0,0,0,0
seq_1152,0,0,0,0,0
seq_423,0,0,0,0,0
seq_153,0,0,0,0,0
seq_973,0,0,0,0,0
seq_531,0,0,0,0,0
seq_205,0,0,0,1,0
seq_1698,0,0,0,0,0
seq_1662,0,0,0,0,0
seq_226,0,0,0,0,0
seq_281,0,0,0,0,0
seq_954,1,0,0,0,0
seq_1271,0,0,0,0,0
seq_948,0,0,0,0,0
seq_1510,0,0,0,1,0
seq_1118,0,0,0,0,0
seq_1509,0,0,0,0,0
seq_1372,0,0,0,0,0
seq_382,0,0,0,0,0
seq_733,0,0,0,0,0
seq_1012,0,0,0,0,0
seq_1830,0,0,0,0,0
seq_1161,0,0,0,0,0
seq_1441,0,0,0,0,0
seq_1343,0,0,0,0,0
seq_342,0,0,0,0,0
seq_1044,0,0,0,0,0
seq_1089,0,0,0,0,0
seq_1561,0,0,0,0,0
seq_321,0,0,0,0,0
seq_1246,0,0,0,0,0
seq_1207,0,0,0,0,0
seq_1302,0,0,0,0,0
seq_344,0,0,0,0,0
seq_1327,0,0,0,0,0
seq_156,0,0,0,0,0
seq_422,0,0,0,0,0
seq_729,0,0,0,0,0
seq_674,0,0,0,0,0
seq_719,0,0,0,0,0
seq_1166,0,0,0,0,0
seq_874,0,0,0,0,0
seq_40,0,0,0,0,0
seq_918,0,0,0,0,0
seq_364,0,0,0,0,0
seq_793,0,0,0,0,0
seq_371,0,0,0,0,0
seq_1859,0,0,0,0,0
seq_1807,0,0,0,0,0
seq_979,0,0,0,0,0
seq_166,0,0,0,0,0
seq_1785,0,0,0,0,0
seq_637,0,0,0,0,0
seq_1219,0,0,0,0,0
seq_1682,0,0,0,0,0
seq_1014,0,0,0,0,0
seq_1437,0,0,0,0,0
seq_52,0,0,0,0,0
seq_1894,0,0,0,1,0
seq_806,0,0,0,0,0
seq_1150,0,0,0,0,0
seq_1544,0,0,0,0,0
seq_1151,0,0,0,0,0
seq_606,0,0,0,0,0
seq_1245,0,0,0,1,0
seq_823,0,0,0,0,0
seq_578,0,0,0,0,0
seq_845,0,0,0,0,0
seq_1293,0,0,0,0,0
seq_399,0,0,0,0,0
seq_1068,0,0,0,0,0
seq_78,0,0,0,0,0
seq_901,0,0,0,0,0
seq_1184,0,0,0,0,0
seq_1328,0,0,0,0,0
seq_930,0,0,0,0,0
seq_1837,0,0,0,0,0
seq_1453,0,0,0,0,0
seq_1702,0,0,0,0,0
seq_1723,0,0,0,0,0
seq_1074,0,0,0,1,0
seq_1711,0,0,0,0,0
seq_511,0,0,0,1,0
seq_712,0,0,0,0,0
seq_345,0,0,0,0,0
seq_1378,0,0,0,0,0
seq_1186,0,0,0,0,0
seq_1413,0,0,0,0,0
seq_648,0,0,0,0,0
seq_1903,0,0,0,0,0
seq_44,0,0,0,1,0
seq_269,0,0,0,0,0
seq_995,0,0,0,0,0
seq_805,0,0,0,0,0
seq_1922,0,0,0,0,0
seq_768,0,0,0,0,0
seq_1360,0,0,0,0,0
seq_665,0,0,0,0,0
seq_244,0,0,0,0,0
seq_213,0,0,0,0,0
seq_1793,0,0,0,0,0
seq_59,0,0,0,0,0
seq_829,0,0,0,0,0
seq_115,0,0,0,0,0
seq_1899,0,0,0,0,0
seq_218,0,0,0,0,0
seq_1275,0,0,0,0,0
seq_616,0,0,0,0,0
seq_962,0,0,0,0,0
seq_1751,0,0,0,0,0
seq_459,0,0,0,0,0
seq_1637,0,0,0,0,0
seq_484,0,0,0,0,0
seq_1822,0,0,0,0,0
seq_27,0,0,0,0,0
seq_505,0,0,0,0,0
seq_1856,0,0,0,0,0
seq_1188,0,0,0,0,0
seq_1692,0,0,0,0,0
seq_1381,0,0,0,0,0
seq_497,0,0,0,0,0
seq_547,0,0,0,0,0
seq_904,0,0,0,0,0
seq_1203,0,0,0,0,0
seq_740,0,0,0,0,0
seq_1399,0,0,0,0,0
seq_61,0,0,0,0,0
seq_1178,0,0,0,0,0
seq_683,0,0,0,0,0
seq_1105,0,0,0,0,0
seq_1213,0,0,0,0,0
seq_261,0,0,0,0,0
seq_840,0,0,0,1,0
seq_1879,0,0,0,0,0
seq_1950,0,0,0,0,0
seq_1346,0,0,0,0,0
seq_1377,0,0,0,0,0
seq_1398,0,0,0,0,0
seq_797,0,0,0,0,0
seq_1939,0,0,0,0,0
seq_1356,0,0,1,1,0
seq_1241,0,0,0,0,0
seq_747,0,0,0,0,0
seq_1541,0,0,0,0,0
seq_684,0,0,0,0,0
seq_1496,0,0,0,0,0
seq_1471,0,0,0,0,0
seq_1898,0,0,0,0,0
seq_772,0,0,0,0,0
seq_562,0,0,0,0,0
seq_1301,0,0,0,0,0
seq_1554,0,0,0,0,0
seq_1134,0,0,0,0,0
seq_991,0,0,0,0,0
seq_414,0,0,0,0,0
seq_297,0,0,0,0,0
seq_912,0,0,0,0,0
seq_1941,0,0,0,0,0
seq_716,0,0,0,0,0
seq_43,0,0,0,0,0
seq_1624,0,0,0,0,0
seq_412,0,0,0,0,0
seq_1680,0,0,0,0,0
seq_1128,0,0,0,0,0
seq_1391,0,0,0,0,0
seq_1826,0,0,0,0,0
seq_125,0,0,0,0,0
seq_1511,0,0,0,0,0
seq_822,0,0,0,0,0
seq_535,0,0,0,0,0
seq_435,0,0,0,0,0
seq_1266,0,0,0,0,0
seq_1578,0,0,0,0,0
seq_386,0,0,0,0,0
seq_176,0,0,0,0,0
seq_278,0,0,0,0,0
seq_470,0,0,0,0,0
seq_95,0,0,0,1,0
seq_569,0,0,0,0,0
seq_837,0,0,0,0,0
seq_467,0,0,0,0,0
seq_1106,0,0,0,1,0
seq_807,0,0,0,0,0
seq_865,0,0,0,0,0
seq_1081,0,0,0,0,0
seq_1669,0,0,0,0,0
seq_464,0,0,0,0,0
seq_1319,0,0,0,0,0
seq_1545,0,0,0,0,0
seq_899,0,0,0,1,0
seq_894,0,0,0,0,0
seq_1429,0,0,0,0,0
seq_1768,0,0,0,0,0
seq_473,0,0,0,0,0
seq_1804,0,0,0,1,0
seq_642,0,0,0,0,0
seq_783,0,0,0,0,0
seq_1321,0,0,0,0,0
seq_142,0,0,0,0,0
seq_188,0,0,0,0,0
seq_1159,0,0,0,0,0
seq_443,0,0,0,0,0
seq_494,0,0,0,0,0
seq_305,0,0,0,0,0
seq_676,0,0,0,0,0
seq_1477,0,0,0,0,0
seq_1016,0,0,0,0,0
seq_97,0,0,0,0,0
seq_641,0,0,0,1,0
seq_486,0,0,0,0,0
seq_1829,0,0,0,0,0
seq_1247,0,0,0,0,0
seq_180,0,0,0,0,0
seq_619,0,0,0,0,0
seq_1647,0,0,0,0,0
seq_1771,0,0,0,0,0
seq_482,0,0,0,0,0
seq_1100,0,0,0,0,0
seq_723,0,0,0,0,0
seq_1287,0,0,0,0,0
seq_1156,0,0,0,0,0
seq_859,0,0,0,0,0
seq_765,0,0,0,0,0
seq_1486,0,0,0,0,0
seq_1002,0,0,0,0,0
seq_1781,0,0,0,0,0
seq_1066,0,0,0,0,0
seq_612,0,0,0,0,0
