,rbfsvm,lightgbm,xgboost,dt,et
24|0|testing,0.4011944206557334,0.4963615049248637,0.4419800341129303,1.0,0.38
25|0|testing,0.03532857349275777,0.0030103090740005146,0.00435929698869586,0.0,0.17
26|0|testing,0.9114588744705695,0.9990926102769816,0.9999223947525024,1.0,0.83
27|0|testing,0.716480287335499,0.4065888882428114,0.7900774478912354,0.0,0.51
28|0|testing,0.06697448569234493,0.0032036085493246844,0.0007976290071383119,1.0,0.2
29|0|testing,0.0074058962257228045,0.002074000766718074,0.0002487148158252239,0.0,0.26
30|0|testing,0.05051655978358449,0.01970628005569352,0.06367073208093643,0.0,0.23
31|0|testing,0.10052917762037761,0.04183110953071702,0.18317186832427979,0.0,0.26
32|0|testing,0.5,0.05476542397448196,0.4075373709201813,0.0,0.31
33|0|testing,0.15301429782459897,0.11112487943819686,0.10397373139858246,1.0,0.28
34|0|testing,0.02098497565893475,0.03586691987907529,0.03697735071182251,0.0,0.28
35|0|testing,0.914886291660592,0.9668182813329388,0.9917663931846619,1.0,0.69
36|0|testing,0.40235043891790795,0.3991597517019917,0.9440402984619141,0.0,0.365
37|0|testing,0.977149956812781,0.9980510016540266,0.9996978044509888,1.0,0.94
38|0|testing,0.5186916569884987,0.27483108071090095,0.9179769158363342,1.0,0.36
39|0|testing,0.10103747862162343,0.06471328031048891,0.3482552170753479,0.0,0.34
40|0|testing,0.8252929904311984,0.9751487296302196,0.9938289523124695,1.0,0.58
41|0|testing,0.014314564433746277,0.00035601731120493956,4.113131944905035e-05,0.0,0.05
42|0|testing,0.056058825804342474,0.04291215467538962,0.14227887988090515,0.0,0.26
43|0|testing,0.048418547513626564,0.04184029330617757,0.1271638423204422,1.0,0.34
44|0|testing,0.04042304402035879,0.002987482805670707,0.000153764893184416,1.0,0.23
45|0|testing,0.41044347447115404,0.6155381694513907,0.9537214636802673,1.0,0.42
46|0|testing,0.7643406986402145,0.8857160889278152,0.9842689037322998,1.0,0.59
47|0|testing,0.4479619885281904,0.21226186201198863,0.22605331242084503,0.0,0.33
48|0|testing,0.24699756112352503,0.06779036915152188,0.9049022197723389,0.0,0.25
49|0|testing,0.21787274341878038,0.03627350713425922,0.44449636340141296,0.0,0.34
50|0|testing,0.7767965780442158,0.9593449883773848,0.9973262548446655,1.0,0.69
51|0|testing,0.8032053949664257,0.9762877178483228,0.9973180890083313,1.0,0.65
52|0|testing,0.6842070515974087,0.519025678020488,0.5149224400520325,0.0,0.49
53|0|testing,0.012924193901024112,0.005498458335690389,0.07016807049512863,1.0,0.32
54|0|testing,0.2792244630713971,0.06429889399310482,0.09208766371011734,0.0,0.24
55|0|testing,0.6125626419630268,0.9539971994631596,0.999022364616394,1.0,0.685
56|0|testing,0.03354170427462544,0.08550580811798464,0.03306925669312477,0.0,0.27
57|0|testing,0.08345713966521821,0.0021773752456043798,0.022535517811775208,0.0,0.16
58|0|testing,0.4341144955326083,0.11380548396381107,0.01885312795639038,0.0,0.34
59|0|testing,0.10980090444556838,0.025349172549169813,0.08489039540290833,0.0,0.29
60|0|testing,0.20991563196687255,0.11935600947747829,0.08053426444530487,1.0,0.5
61|0|testing,0.403896814236616,0.36275903698533385,0.6598458290100098,1.0,0.48
62|0|testing,0.07095230677939272,0.013293899192395918,0.004184897989034653,0.0,0.2
63|0|testing,0.05771672974655296,0.013783989027135792,0.019845951348543167,0.0,0.16
64|0|testing,0.23733271408918324,0.09878537678592988,0.4086014926433563,0.0,0.36
65|0|testing,0.086574772331222,0.16075094709873822,0.3242761194705963,0.0,0.34
66|0|testing,0.4027362709476849,0.3116826961597102,0.9109011292457581,1.0,0.62
67|0|testing,0.18809146454827508,0.10075006245065776,0.043403260409832,0.0,0.215
68|0|testing,0.09094815497439226,0.007181229771592227,0.007717452943325043,1.0,0.2
69|0|testing,0.24555278796468044,0.07152944147577403,0.11215599626302719,0.0,0.39
70|0|testing,0.13463426772196457,0.21204948486388933,0.07814084738492966,0.0,0.27
71|0|testing,0.9730292313460063,0.9987153933447173,0.9998313188552856,1.0,0.97
72|0|testing,0.2844690000083553,0.1924080755815498,0.15095536410808563,0.0,0.44
73|0|testing,0.08294574513141285,0.003959159962671258,0.001261867699213326,0.0,0.23
74|0|testing,0.10018287518788033,0.0015398410800000393,0.0030110389925539494,0.0,0.15
75|0|testing,0.005980595507715953,0.0028899862911861956,0.03516480326652527,0.0,0.17
76|0|testing,0.35737466687634817,0.5632936411984294,0.3293181359767914,1.0,0.52
77|0|testing,0.05975331448677809,0.0024886577068890378,0.001629248377867043,0.0,0.09
78|0|testing,0.4447046162628193,0.003514191920265633,0.0400039479136467,0.0,0.24
79|0|testing,0.03222750427609292,0.01655494307989742,0.052656590938568115,0.0,0.23
80|0|testing,0.026630830730444373,0.007672814088405469,0.002099011791869998,0.0,0.13
81|0|testing,0.028784075774416336,0.013545682728042841,0.0010090278228744864,0.0,0.2
82|0|testing,0.1673239385183909,0.28422531710424725,0.6121249198913574,0.0,0.28
83|0|testing,0.09591748054537437,0.022804199826423517,0.0038717978168278933,1.0,0.24
84|0|testing,0.14857037862067002,0.04123613958953548,0.02403787523508072,0.0,0.26
85|0|testing,0.8071285642491518,0.8898445403400629,0.9583752751350403,1.0,0.65
86|0|testing,0.7899810018565447,0.6537732480858408,0.8915977478027344,1.0,0.61
87|0|testing,0.4546341932304921,0.23975077168770995,0.7169755697250366,1.0,0.28
88|0|testing,0.8389133935107946,0.9951872324230693,0.9955039620399475,0.0,0.51
89|0|testing,0.5,0.3016285621593659,0.6255818009376526,0.0,0.5
90|0|testing,0.6520149783629478,0.09813679983503683,0.7895256280899048,0.0,0.51
91|0|testing,0.05330524027048016,0.0004321851822501879,0.0004667167959269136,0.0,0.13
92|0|testing,0.30568596000058174,0.4166748890644655,0.9174916744232178,0.0,0.34
93|0|testing,0.04253234233141489,0.0416090850653291,0.1672140657901764,0.0,0.14
94|0|testing,0.17240808945278874,0.36376710305059734,0.7040849328041077,0.0,0.4
95|0|testing,0.37198364457380567,0.03812884724402235,0.3607528507709503,0.0,0.38
96|0|testing,0.3295312814697294,0.024476860195228135,0.040779758244752884,0.0,0.26
98|0|testing,0.05220422751899602,0.028674215516078665,0.15063203871250153,0.0,0.21
99|0|testing,0.04481539043195262,0.05610688010470899,0.06095211207866669,0.0,0.21
100|0|testing,0.7718545492112207,0.38722413359608615,0.9463355541229248,0.0,0.57
1|1|testing,0.12995730146836088,0.004836025521416285,0.0007370098610408604,0.0,0.17
2|1|testing,0.9317604886374283,0.9984457531469951,0.9994333386421204,1.0,0.9
3|1|testing,0.9441281864679225,0.946190895310921,0.993382453918457,1.0,0.74
4|1|testing,0.03658493836244067,0.007078728243018803,0.0025864597409963608,1.0,0.3
5|1|testing,0.8281319218201224,0.3601851442327014,0.681185781955719,1.0,0.555
6|1|testing,0.6977256169120412,0.7930085511006396,0.7321633696556091,1.0,0.69
7|1|testing,0.8805457131872544,0.9934281880724002,0.9943206310272217,0.0,0.645
8|1|testing,0.9705530830582232,0.9860472904644191,0.9891213774681091,1.0,0.79
9|1|testing,0.9218786614285668,0.968305878325286,0.9921022057533264,1.0,0.7
10|1|testing,0.5195417680992349,0.8757653998921237,0.9824046492576599,1.0,0.665
11|1|testing,0.9552431098336768,0.9991404136111355,0.9998843669891357,1.0,0.87
12|1|testing,0.7189982310438711,0.8240745674231807,0.41577062010765076,1.0,0.73
13|1|testing,0.9411360623384721,0.9363464846041164,0.9983312487602234,0.0,0.69
14|1|testing,0.9053468634863466,0.33057813227957256,0.44964399933815,0.0,0.49
15|1|testing,0.9624278756011633,0.9825605625028357,0.9952384233474731,1.0,0.73
16|1|testing,0.9730706997461184,0.9912943048168166,0.9985430240631104,0.0,0.74
17|1|testing,0.6345956530154475,0.1416555241733301,0.19684723019599915,1.0,0.46
18|1|testing,0.9858793175908025,0.9992196590452915,0.9993239641189575,1.0,0.935
19|1|testing,0.990027633529921,0.9996940033938002,0.9999715089797974,1.0,0.89
20|1|testing,0.8625426538114324,0.9927330057476188,0.9905949831008911,1.0,0.845
21|1|testing,0.976032229585941,0.9850260207582455,0.9928649663925171,1.0,0.76
22|1|testing,0.9816027635687288,0.998647028201973,0.9997853636741638,1.0,0.83
23|1|testing,0.05835083910186353,0.5044092776519088,0.5728457570075989,0.0,0.37
24|1|testing,0.9636223217810218,0.9952307352094906,0.9991819262504578,1.0,0.63
25|1|testing,0.8636908633373231,0.4268269360841479,0.9674652814865112,1.0,0.74
26|1|testing,0.9805730256184402,0.9996378075605296,0.9998810291290283,1.0,0.97
27|1|testing,0.9385196661720702,0.9977905661643476,0.9989812970161438,1.0,0.89
28|1|testing,0.7655708588307095,0.9053303276500567,0.9887920022010803,1.0,0.61
29|1|testing,0.913628345987385,0.9809837731614987,0.991037130355835,1.0,0.86
30|1|testing,0.8509183364995999,0.6570500981988731,0.7125227451324463,1.0,0.675
31|1|testing,0.9196145239659004,0.9674918251578025,0.9932548999786377,1.0,0.73
32|1|testing,0.9479828234340426,0.9990490000198676,0.9996376037597656,1.0,0.83
33|1|testing,0.9592561355917445,0.999097625893893,0.9999263286590576,1.0,0.85
34|1|testing,0.9134589381135207,0.29644851404958145,0.7378613948822021,1.0,0.63
35|1|testing,0.9097531492765227,0.9996303932205701,0.9998093247413635,1.0,0.95
36|1|testing,0.9384463511346145,0.9971754929889575,0.9977311491966248,1.0,0.85
37|1|testing,0.9572045543150804,0.9965425158252758,0.9974464178085327,1.0,0.8
38|1|testing,0.8246270666272677,0.8923302357356313,0.76079261302948,1.0,0.76
39|1|testing,0.7320266524458393,0.5508523335509178,0.991105854511261,0.0,0.72
40|1|testing,0.316177403674075,0.017090107516063373,0.017271259799599648,0.0,0.41
41|1|testing,0.047143138939842746,0.006578244987652044,0.35800108313560486,1.0,0.26
42|1|testing,0.9155683407426379,0.9216205801214266,0.9633522033691406,1.0,0.61
43|1|testing,0.9764869577119296,0.9987358744003421,0.9999321699142456,0.0,0.88
44|1|testing,0.9100100074816407,0.9750652369335083,0.9825060367584229,1.0,0.805
45|1|testing,0.9662607117853911,0.9996470195329024,0.9999938011169434,1.0,0.9
46|1|testing,0.7452652417377214,0.0535246709310305,0.34048494696617126,0.0,0.41
47|1|testing,0.9636870068739161,0.9575790741675256,0.9983678460121155,1.0,0.72
48|1|testing,0.6079147888580327,0.3767381510384267,0.7059242725372314,1.0,0.56
49|1|testing,0.8886171804981481,0.19874029611224547,0.7016147375106812,0.0,0.555
50|1|testing,0.8860816051443495,0.6547541463643057,0.9555874466896057,1.0,0.62
51|1|testing,0.6458421747845515,0.9209447945026485,0.9537394046783447,1.0,0.64
52|1|testing,0.946718195319126,0.9890371507438341,0.9980504512786865,0.0,0.81
53|1|testing,0.046757313488481944,0.0086774915121198,0.22766277194023132,1.0,0.25
54|1|testing,0.8513420809704046,0.9249223970321889,0.9976845979690552,1.0,0.64
55|1|testing,0.8073522134274811,0.8365460566687958,0.9927686452865601,1.0,0.58
56|1|testing,0.8514788036553121,0.9787873657079319,0.9990962743759155,1.0,0.71
57|1|testing,0.8259300522265177,0.9547373777499074,0.9937347769737244,1.0,0.595
58|1|testing,0.739333018280032,0.12885471091118178,0.9187840819358826,0.0,0.52
59|1|testing,0.6766000018557308,0.49473009916997723,0.9245172142982483,1.0,0.53
60|1|testing,0.9717217522325376,0.9634008127724089,0.9970182180404663,1.0,0.68
61|1|testing,0.7458955978390033,0.4139259832788528,0.6472837924957275,1.0,0.58
62|1|testing,0.8926874240307238,0.9760754630444123,0.9959189295768738,1.0,0.83
63|1|testing,0.16585330142048468,0.34088030872026864,0.5518625974655151,1.0,0.32
64|1|testing,0.8078063722489086,0.9577385241405851,0.9942411184310913,0.0,0.74
65|1|testing,0.986396469504689,0.9985181569924273,0.9987555742263794,1.0,0.78
66|1|testing,0.1534034048586101,0.1251018297330217,0.050930168479681015,0.0,0.25
67|1|testing,0.7572304633926453,0.9227834822545766,0.9588367938995361,1.0,0.56
68|1|testing,0.6007269842624258,0.8189352449243562,0.5891172885894775,0.0,0.43
69|1|testing,0.6217620860575844,0.4759778668878788,0.6326574683189392,1.0,0.585
70|1|testing,0.7643866953327276,0.5449416585851417,0.937243640422821,0.0,0.47
71|1|testing,0.2456272410503024,0.0628718726134294,0.00371061684563756,0.0,0.25
72|1|testing,0.839093565544544,0.9894820907283881,0.9981204867362976,1.0,0.79
73|1|testing,0.06274459688250039,0.007855990937285461,0.007075487170368433,0.0,0.19
74|1|testing,0.7874390299522803,0.6916918879125266,0.9799030423164368,0.0,0.64
75|1|testing,0.9562686287333377,0.9944488809336491,0.9989607334136963,1.0,0.78
76|1|testing,0.933748305038071,0.9921013359234421,0.9933486580848694,1.0,0.82
77|1|testing,0.7484883715273856,0.9511728159360053,0.9974714517593384,1.0,0.8
78|1|testing,0.1073461633111687,0.08467202174987404,0.14804840087890625,0.0,0.23
79|1|testing,0.9337773978790235,0.8882855908223817,0.9529904723167419,1.0,0.67
80|1|testing,0.7698525012308297,0.46670550109033276,0.9690046310424805,1.0,0.55
81|1|testing,0.9383860349961985,0.9996280018760184,0.9998123049736023,1.0,0.97
82|1|testing,0.8831776510764023,0.4753641791329714,0.9195511341094971,1.0,0.595
83|1|testing,0.9728422796190352,0.9905384385150745,0.9981820583343506,1.0,0.69
84|1|testing,0.9483557445812981,0.9943534498042078,0.9982150793075562,1.0,0.84
85|1|testing,0.9174846470431192,0.9940374441791013,0.9981412887573242,1.0,0.755
86|1|testing,0.9521683913326512,0.7296406457064979,0.9709771871566772,0.0,0.64
87|1|testing,0.9853011016557104,0.9997010982391827,0.9998416900634766,1.0,0.99
88|1|testing,0.8823566880611572,0.9932477317183139,0.9999381303787231,0.0,0.86
89|1|testing,0.924375959894375,0.4418081862064144,0.8804640173912048,0.0,0.7
90|1|testing,0.6868291798254857,0.5630180768327668,0.8958529829978943,0.0,0.43
91|1|testing,0.7590118408280668,0.21251191451622828,0.7453717589378357,0.0,0.765
92|1|testing,0.6828679132319082,0.7980195017210092,0.7976148724555969,1.0,0.61
93|1|testing,0.025154639303264965,0.0017847587140859486,0.006309702061116695,0.0,0.25
94|1|testing,0.9807449141955605,0.9985635991845019,0.9969658255577087,1.0,0.9
95|1|testing,0.04539837865066261,0.012679059553728798,0.022901462391018867,0.0,0.19
96|1|testing,0.678100515274813,0.8168735738481779,0.9319754838943481,0.0,0.57
98|1|testing,0.3008921589673413,0.03207111947079616,0.039504386484622955,0.0,0.43
100|1|testing,0.16585330142048468,0.34088030872026864,0.5518625974655151,1.0,0.32
101|1|testing,0.6905507124470357,0.718931388484812,0.831350564956665,1.0,0.51
