,feature name,rank
881,DDE_HQ,66
3826,MSW__4,66
279,CTDD_hydrophobicity_CASG920101.3.residue0,68
411,CTDT_hydrophobicity_ZIMJ680101.Tr1331,69
3101,CKSAAP_SH.gap2,70
310,CTDD_hydrophobicity_FASG890101.3.residue25,71
112,CKSAAGP_negativecharger.postivecharger.gap3,72
274,CTDD_hydrophobicity_CASG920101.2.residue0,72
1673,GTPC_uncharger.postivecharger.postivecharger,74
319,CTDD_normwaalsvolume.2.residue0,75
3567,PAAC_Xc1.A,76
3587,PAAC_Xc2.lambda1,76
3576,PAAC_Xc1.I,78
3,AAC_D,78
2003,APAAC_Pc1.M,80
3930,OVP_Polar_N1,81
3720,Charge_density,82
3922,OVPC_Aliphatic,83
1022,DDE_QR,84
920,DDE_KP,85
173,CTDC_hydrophobicity_ARGP820101.G1,86
2036,NMBroto_CHAM810101.lag2,86
864,DDE_GT,88
3780,Bulkiness,88
3921,OVPC_Hydrophobic,90
3376,CKSAAP_LR.gap3,91
89,CKSAAGP_negativecharger.uncharger.gap2,92
65,CKSAAGP_uncharger.alphaticr.gap1,93
299,CTDD_hydrophobicity_FASG890101.1.residue0,94
3828,MSW__6,95
228,CTDD_hydrophobicity_ARGP820101.1.residue100,96
2022,NMBroto_BHAR880101.lag3,97
428,CTDT_polarity.Tr1221,97
409,CTDT_hydrophobicity_ARGP820101.Tr2332,99
410,CTDT_hydrophobicity_ZIMJ680101.Tr1221,100
264,CTDD_hydrophobicity_PONP930101.3.residue0,101
350,CTDD_polarizability.2.residue25,103
3881,Z5__20,103
208,CTDC_solventaccess.G3,103
2039,NMBroto_DAYM780201.lag2,103
3803,Ez__3,106
3724,Aliphatic_Index,107
3882,Z5__21,108
3916,Kytedoolittle,109
373,CTDD_charge.3.residue100,110
3847,Z3__4,111
3824,MSW__2,112
962,DDE_MR,113
2026,NMBroto_CHAM820102.lag1,114
267,CTDD_hydrophobicity_PONP930101.3.residue75,115
374,CTDD_secondarystruct.1.residue0,115
3608,DDR_Y,117
3589,PAAC_Xc2.lambda3,118
3563,CKSAAP_YS.gap3,118
3850,Z3__7,120
3342,CKSAAP_KA.gap3,121
3832,MSW__10,122
110,CKSAAGP_negativecharger.alphaticr.gap3,123
3766,ABHPRK__49,124
281,CTDD_hydrophobicity_CASG920101.3.residue50,125
3815,Ez__15,126
351,CTDD_polarizability.2.residue50,127
270,CTDD_hydrophobicity_CASG920101.1.residue25,128
325,CTDD_normwaalsvolume.3.residue25,129
406,CTDT_hydrophobicity_PRAM900101.Tr2332,129
435,CTDT_charge.Tr1331,131
3914,Hopp_woods,132
3872,Z5__11,133
171,CTDC_hydrophobicity_PRAM900101.G2,134
224,CTDD_hydrophobicity_ARGP820101.1.residue0,135
387,CTDD_secondarystruct.3.residue75,135
297,CTDD_hydrophobicity_ENGD860101.3.residue75,137
23,CKSAAGP_alphaticr.negativecharger.gap0,138
3875,Z5__14,140
1991,APAAC_Pc1.A,140
3711,QSO3_SC1,140
3362,CKSAAP_LA.gap3,142
375,CTDD_secondarystruct.1.residue25,143
3903,Z5__42,144
3943,OVP_Tiny_N2,145
3818,Ez__18,145
2029,NMBroto_CHOC760101.lag1,147
115,CKSAAGP_uncharger.alphaticr.gap3,148
3823,MSW__1,149
10,AAC_L,150
810,DDE_ED,151
3836,MSW__14,151
3893,Z5__32,153
324,CTDD_normwaalsvolume.3.residue0,154
3758,ABHPRK__40,155
2001,APAAC_Pc1.L,156
3835,MSW__13,157
3860,Z3__17,158
320,CTDD_normwaalsvolume.2.residue25,159
183,CTDC_hydrophobicity_CASG920101.G2,160
3802,Ez__2,161
3909,formula_N,162
2027,NMBroto_CHAM820102.lag2,163
362,CTDD_charge.1.residue75,164
438,CTDT_secondarystruct.Tr1331,164
315,CTDD_normwaalsvolume.1.residue25,166
942,DDE_LR,167
348,CTDD_polarizability.1.residue100,168
262,CTDD_hydrophobicity_PONP930101.2.residue75,169
1561,GTPC_alphaticr.alphaticr.alphaticr,170
3887,Z5__26,171
3798,Cougar__16,171
239,CTDD_hydrophobicity_ZIMJ680101.1.residue0,173
390,CTDD_solventaccess.1.residue25,174
254,CTDD_hydrophobicity_PONP930101.1.residue0,175
3873,Z5__12,176
431,CTDT_polarizability.Tr1221,176
216,CTDD_hydrophobicity_PRAM900101.2.residue50,178
3822,MSS,178
214,CTDD_hydrophobicity_PRAM900101.2.residue0,180
3846,Z3__3,181
90,CKSAAGP_uncharger.alphaticr.gap2,182
344,CTDD_polarizability.1.residue0,182
284,CTDD_hydrophobicity_ENGD860101.1.residue0,184
276,CTDD_hydrophobicity_CASG920101.2.residue50,185
54,CKSAAGP_aromatic.uncharger.gap1,185
1028,DDE_RA,187
2031,NMBroto_CHOC760101.lag3,188
3843,TM_tend,188
3572,PAAC_Xc1.Q,190
335,CTDD_polarity.2.residue25,191
3867,Z5__6,192
3829,MSW__7,193
392,CTDD_solventaccess.1.residue75,194
14,AAC_P,195
369,CTDD_charge.3.residue0,196
2019,NMBroto_CIDH920105.lag3,196
3689,QSO3_SC_Y,198
149,CKSAAGP_alphaticr.uncharger.gap5,198
108,CKSAAGP_postivecharger.negativecharger.gap3,200
3781,Charge_phys,200
263,CTDD_hydrophobicity_PONP930101.2.residue100,202
3854,Z3__11,203
3901,Z5__40,204
225,CTDD_hydrophobicity_ARGP820101.1.residue25,205
66,CKSAAGP_uncharger.aromatic.gap1,206
371,CTDD_charge.3.residue50,207
2021,NMBroto_BHAR880101.lag2,208
2017,NMBroto_CIDH920105.lag1,209
2028,NMBroto_CHAM820102.lag3,210
3785,Cougar__3,211
177,CTDC_hydrophobicity_ZIMJ680101.G2,211
385,CTDD_secondarystruct.3.residue25,213
3779,Argos,215
275,CTDD_hydrophobicity_CASG920101.2.residue25,215
370,CTDD_charge.3.residue25,215
805,DDE_DV,217
439,CTDT_secondarystruct.Tr2332,219
429,CTDT_polarity.Tr1331,219
2016,APAAC_Pc2.Hydrophilicity.3,219
916,DDE_KK,221
3784,Cougar__2,221
421,CTDT_hydrophobicity_ENGD860101.Tr2332,223
244,CTDD_hydrophobicity_ZIMJ680101.2.residue0,224
762,DDE_AR,225
29,CKSAAGP_aromatic.uncharger.gap0,225
229,CTDD_hydrophobicity_ARGP820101.2.residue0,227
192,CTDC_normwaalsvolume.G2,228
307,CTDD_hydrophobicity_FASG890101.2.residue75,229
342,CTDD_polarity.3.residue75,230
277,CTDD_hydrophobicity_CASG920101.2.residue75,231
352,CTDD_polarizability.2.residue75,232
3810,Ez__10,232
3899,Z5__38,234
3838,MSW__16,234
844,DDE_FT,236
3913,Eisenberg,237
3831,MSW__9,238
378,CTDD_secondarystruct.1.residue100,239
384,CTDD_secondarystruct.3.residue0,240
94,CKSAAGP_uncharger.uncharger.gap2,241
3884,Z5__23,242
380,CTDD_secondarystruct.2.residue25,243
1535,GAAC_uncharge,244
316,CTDD_normwaalsvolume.1.residue50,244
203,CTDC_secondarystruct.G1,246
3568,PAAC_Xc1.R,247
349,CTDD_polarizability.2.residue0,249
339,CTDD_polarity.3.residue0,249
426,CTDT_normwaalsvolume.Tr1331,249
290,CTDD_hydrophobicity_ENGD860101.2.residue25,251
407,CTDT_hydrophobicity_ARGP820101.Tr1221,252
382,CTDD_secondarystruct.2.residue75,253
3604,DDR_P,253
249,CTDD_hydrophobicity_ZIMJ680101.3.residue0,255
2025,NMBroto_CHAM820101.lag3,256
3869,Z5__8,257
2020,NMBroto_BHAR880101.lag1,258
215,CTDD_hydrophobicity_PRAM900101.2.residue25,259
246,CTDD_hydrophobicity_ZIMJ680101.2.residue50,260
399,CTDD_solventaccess.3.residue0,261
3816,Ez__16,262
3590,DDR_A,263
3883,Z5__22,264
3840,MSW__18,265
296,CTDD_hydrophobicity_ENGD860101.3.residue50,265
265,CTDD_hydrophobicity_PONP930101.3.residue25,267
3865,Z5__4,268
3819,Flexibility,268
383,CTDD_secondarystruct.2.residue100,270
3771,ABHPRK__55,271
322,CTDD_normwaalsvolume.2.residue75,271
2032,NMBroto_BIGC670101.lag1,273
3841,Polarity,274
3839,MSW__17,275
3894,Z5__33,275
188,CTDC_hydrophobicity_FASG890101.G1,277
230,CTDD_hydrophobicity_ARGP820101.2.residue25,277
282,CTDD_hydrophobicity_CASG920101.3.residue75,279
381,CTDD_secondarystruct.2.residue50,279
3879,Z5__18,281
174,CTDC_hydrophobicity_ARGP820101.G2,281
3861,Z3__18,283
2002,APAAC_Pc1.K,284
210,CTDD_hydrophobicity_PRAM900101.1.residue25,285
300,CTDD_hydrophobicity_FASG890101.1.residue25,285
22,CKSAAGP_alphaticr.postivecharger.gap0,287
3876,Z5__15,288
2006,APAAC_Pc1.S,289
309,CTDD_hydrophobicity_FASG890101.3.residue0,290
3845,Z3__2,291
391,CTDD_solventaccess.1.residue50,292
3830,MSW__8,293
372,CTDD_charge.3.residue75,295
3898,Z5__37,295
3756,ABHPRK__38,295
3871,Z5__10,297
2024,NMBroto_CHAM820101.lag2,298
3877,Z5__16,299
3842,Refractivity,300
318,CTDD_normwaalsvolume.1.residue100,300
386,CTDD_secondarystruct.3.residue50,302
3848,Z3__5,303
3923,OVPC_Tiny,304
291,CTDD_hydrophobicity_ENGD860101.2.residue50,305
59,CKSAAGP_postivecharger.uncharger.gap1,306
388,CTDD_secondarystruct.3.residue100,307
3791,Cougar__9,308
3718,Calculate_mw,309
863,DDE_GS,309
345,CTDD_polarizability.1.residue25,311
3585,PAAC_Xc1.Y,312
155,CKSAAGP_postivecharger.alphaticr.gap5,314
3902,Z5__41,314
321,CTDD_normwaalsvolume.2.residue50,314
756,DDE_AK,316
3878,Z5__17,317
3685,QSO3_SC_P,319
3864,Z5__3,319
3868,Z5__7,319
441,CTDT_solventaccess.Tr1331,321
336,CTDD_polarity.2.residue50,322
240,CTDD_hydrophobicity_ZIMJ680101.1.residue25,323
116,CKSAAGP_uncharger.aromatic.gap3,323
3790,Cougar__8,325
3582,PAAC_Xc1.S,326
2038,NMBroto_DAYM780201.lag1,327
3925,OVPC_Small,328
2005,APAAC_Pc1.P,329
217,CTDD_hydrophobicity_PRAM900101.2.residue75,330
3799,Cougar__17,331
3906,Z5__45,332
119,CKSAAGP_uncharger.uncharger.gap3,333
227,CTDD_hydrophobicity_ARGP820101.1.residue75,333
283,CTDD_hydrophobicity_CASG920101.3.residue100,335
2035,NMBroto_CHAM810101.lag1,335
280,CTDD_hydrophobicity_CASG920101.3.residue25,337
2040,NMBroto_DAYM780201.lag3,338
178,CTDC_hydrophobicity_ZIMJ680101.G3,339
3794,Cougar__12,341
433,CTDT_polarizability.Tr2332,341
222,CTDD_hydrophobicity_PRAM900101.3.residue75,341
1105,DDE_VV,343
3712,QSO3_SC2,344
754,DDE_AH,345
2012,APAAC_Pc2.Hydrophilicity.1,346
211,CTDD_hydrophobicity_PRAM900101.1.residue50,347
3722,Instability_index,347
753,DDE_AG,349
317,CTDD_normwaalsvolume.1.residue75,350
285,CTDD_hydrophobicity_ENGD860101.1.residue25,351
209,CTDD_hydrophobicity_PRAM900101.1.residue0,352
1085,DDE_TV,353
3800,Cougar__18,354
3606,DDR_T,354
3990,OVP_Polar_C3,356
914,DDE_KH,357
257,CTDD_hydrophobicity_PONP930101.1.residue75,358
3915,Janin,359
3935,OVP_Small_N1,360
3767,ABHPRK__50,361
3591,DDR_R,362
3808,Ez__8,363
306,CTDD_hydrophobicity_FASG890101.2.residue50,364
328,CTDD_normwaalsvolume.3.residue100,365
1484,DPC_VG,366
1680,GTPC_uncharger.negativecharger.uncharger,367
72,CKSAAGP_alphaticr.postivecharger.gap2,368
751,DDE_AE,369
2860,CKSAAP_DT.gap2,370
1625,GTPC_postivecharger.postivecharger.uncharger,371
1128,DDE_YA,371
3833,MSW__11,373
3675,QSO3_SC_C,374
389,CTDD_solventaccess.1.residue0,375
3817,Ez__17,376
3896,Z5__35,377
3844,Z3__1,378
3577,PAAC_Xc1.L,379
3866,Z5__5,380
3786,Cougar__4,381
3891,Z5__30,382
97,CKSAAGP_alphaticr.postivecharger.gap3,383
198,CTDC_polarizability.G2,384
3755,ABHPRK__36,385
326,CTDD_normwaalsvolume.3.residue50,386
3721,Isoelectric_point,386
3886,Z5__25,388
3783,Cougar__1,389
105,CKSAAGP_postivecharger.alphaticr.gap3,390
3597,DDR_G,391
3713,QSO3_SC3,392
423,CTDT_hydrophobicity_FASG890101.Tr1331,393
379,CTDD_secondarystruct.2.residue0,394
3789,Cougar__7,395
259,CTDD_hydrophobicity_PONP930101.2.residue0,396
2011,APAAC_Pc2.Hydrophobicity.1,397
186,CTDC_hydrophobicity_ENGD860101.G2,398
3793,Cougar__11,399
258,CTDD_hydrophobicity_PONP930101.1.residue100,400
50,CKSAAGP_aromatic.alphaticr.gap1,400
366,CTDD_charge.2.residue50,402
3787,Cougar__5,402
3857,Z3__14,404
15,AAC_S,405
3897,Z5__36,405
84,CKSAAGP_postivecharger.uncharger.gap2,407
1581,GTPC_alphaticr.uncharger.alphaticr,408
1532,GAAC_aromatic,409
3672,QSO3_SC_R,410
1036,DDE_RK,411
430,CTDT_polarity.Tr2332,412
3814,Ez__14,413
3596,DDR_E,414
3797,Cougar__15,415
403,CTDD_solventaccess.3.residue100,416
45,CKSAAGP_alphaticr.alphaticr.gap1,417
415,CTDT_hydrophobicity_PONP930101.Tr2332,418
2018,NMBroto_CIDH920105.lag2,419
434,CTDT_charge.Tr1221,420
856,DDE_GK,421
3679,QSO3_SC_H,422
3908,formula_H,423
1069,DDE_TC,424
266,CTDD_hydrophobicity_PONP930101.3.residue50,425
360,CTDD_charge.1.residue25,426
3874,Z5__13,426
308,CTDD_hydrophobicity_FASG890101.2.residue100,428
196,CTDC_polarity.G3,429
3809,Ez__9,430
401,CTDD_solventaccess.3.residue50,431
338,CTDD_polarity.2.residue100,432
261,CTDD_hydrophobicity_PONP930101.2.residue50,433
432,CTDT_polarizability.Tr1331,433
242,CTDD_hydrophobicity_ZIMJ680101.1.residue75,435
237,CTDD_hydrophobicity_ARGP820101.3.residue75,436
3856,Z3__13,437
92,CKSAAGP_uncharger.postivecharger.gap2,438
303,CTDD_hydrophobicity_FASG890101.1.residue100,440
202,CTDC_charge.G3,440
400,CTDD_solventaccess.3.residue25,440
273,CTDD_hydrophobicity_CASG920101.1.residue100,442
424,CTDT_hydrophobicity_FASG890101.Tr2332,443
176,CTDC_hydrophobicity_ZIMJ680101.G1,444
1011,DDE_QE,445
2030,NMBroto_CHOC760101.lag2,446
3870,Z5__9,447
1045,DDE_RV,448
3757,ABHPRK__39,449
1046,DDE_RW,466
3862,Z5__1,466
248,CTDD_hydrophobicity_ZIMJ680101.2.residue100,466
3852,Z3__9,466
197,CTDC_polarizability.G1,466
3821,Levitt_alpha,466
200,CTDC_charge.G1,466
253,CTDD_hydrophobicity_ZIMJ680101.3.residue100,466
3976,OVP_Imino_acid_C1,466
185,CTDC_hydrophobicity_ENGD860101.G1,466
99,CKSAAGP_alphaticr.uncharger.gap3,466
419,CTDT_hydrophobicity_ENGD860101.Tr1221,466
32,CKSAAGP_postivecharger.postivecharger.gap0,466
402,CTDD_solventaccess.3.residue75,466
134,CKSAAGP_postivecharger.uncharger.gap4,466
3920,OVPC_Polar,466
3610,RRI_A,466
997,DDE_PL,466
132,CKSAAGP_postivecharger.postivecharger.gap4,466
1141,DDE_YQ,466
2835,CKSAAP_CL.gap2,466
3725,Hydrophobic,466
3671,QSO3_SC_A,466
172,CTDC_hydrophobicity_PRAM900101.G3,466
2677,CKSAAP_QA.gap1,466
2900,CKSAAP_FW.gap2,466
293,CTDD_hydrophobicity_ENGD860101.2.residue100,466
3579,PAAC_Xc1.M,466
41,CKSAAGP_uncharger.aromatic.gap0,466
3764,ABHPRK__47,466
463,CTriad_g1.g3.g7,466
3792,Cougar__10,466
304,CTDD_hydrophobicity_FASG890101.2.residue0,466
1041,DDE_RQ,466
3788,Cougar__6,490
3796,Cougar__14,490
3858,Z3__15,490
2009,APAAC_Pc1.Y,490
252,CTDD_hydrophobicity_ZIMJ680101.3.residue75,490
269,CTDD_hydrophobicity_CASG920101.1.residue0,490
3593,DDR_D,490
760,DDE_AP,490
30,CKSAAGP_postivecharger.alphaticr.gap0,490
361,CTDD_charge.1.residue50,490
3855,Z3__12,490
416,CTDT_hydrophobicity_CASG920101.Tr1221,490
3686,QSO3_SC_S,490
3805,Ez__5,499
165,CKSAAGP_uncharger.alphaticr.gap5,499
3680,QSO3_SC_I,499
413,CTDT_hydrophobicity_PONP930101.Tr1221,499
3292,CKSAAP_GH.gap3,499
1084,DDE_TT,534
3258,CKSAAP_EP.gap3,534
777,DDE_CL,534
1993,APAAC_Pc1.N,534
1384,DPC_PF,534
3193,CKSAAP_AH.gap3,534
889,DDE_IC,534
3534,CKSAAP_VT.gap3,534
17,AAC_W,534
2007,APAAC_Pc1.T,534
3108,CKSAAP_SQ.gap2,534
857,DDE_GL,534
877,DDE_HL,534
3744,ABHPRK__23,534
948,DDE_MA,534
3731,ABHPRK__6,534
982,DDE_NR,534
755,DDE_AI,534
3600,DDR_L,534
3601,DDR_K,534
3045,CKSAAP_PL.gap2,534
2652,CKSAAP_NR.gap1,534
2013,APAAC_Pc2.Hydrophobicity.2,534
3683,QSO3_SC_M,534
25,CKSAAGP_aromatic.alphaticr.gap0,534
24,CKSAAGP_alphaticr.uncharger.gap0,534
1434,DPC_RR,534
1062,DDE_SR,534
1063,DDE_SS,534
3690,QSO3_SC_V,534
1053,DDE_SG,534
93,CKSAAGP_uncharger.negativecharger.gap2,534
231,CTDD_hydrophobicity_ARGP820101.2.residue50,534
251,CTDD_hydrophobicity_ZIMJ680101.3.residue50,534
75,CKSAAGP_aromatic.alphaticr.gap2,534
313,CTDD_hydrophobicity_FASG890101.3.residue100,534
98,CKSAAGP_alphaticr.negativecharger.gap3,534
3863,Z5__2,534
312,CTDD_hydrophobicity_FASG890101.3.residue75,534
3880,Z5__19,534
184,CTDC_hydrophobicity_CASG920101.G3,534
189,CTDC_hydrophobicity_FASG890101.G2,534
182,CTDC_hydrophobicity_CASG920101.G1,534
3989,OVP_Positive_C3,534
298,CTDD_hydrophobicity_ENGD860101.3.residue100,534
3885,Z5__24,534
3888,Z5__27,534
271,CTDD_hydrophobicity_CASG920101.1.residue50,534
122,CKSAAGP_alphaticr.postivecharger.gap4,534
272,CTDD_hydrophobicity_CASG920101.1.residue75,534
117,CKSAAGP_uncharger.postivecharger.gap3,534
422,CTDT_hydrophobicity_FASG890101.Tr1221,534
376,CTDD_secondarystruct.1.residue50,534
71,CKSAAGP_alphaticr.aromatic.gap2,534
412,CTDT_hydrophobicity_ZIMJ680101.Tr2332,534
3813,Ez__13,534
3801,Ez__1,534
243,CTDD_hydrophobicity_ZIMJ680101.1.residue100,534
3992,OVP_Aliphatic_C3,534
130,CKSAAGP_postivecharger.alphaticr.gap4,534
3900,Z5__39,534
3837,MSW__15,534
206,CTDC_solventaccess.G1,534
341,CTDD_polarity.3.residue50,534
52,CKSAAGP_aromatic.postivecharger.gap1,534
241,CTDD_hydrophobicity_ZIMJ680101.1.residue50,534
3583,PAAC_Xc1.T,577
235,CTDD_hydrophobicity_ARGP820101.3.residue25,577
917,DDE_KL,577
3806,Ez__6,577
2848,CKSAAP_DF.gap2,577
120,CKSAAGP_alphaticr.alphaticr.gap4,577
3128,CKSAAP_TQ.gap2,577
2014,APAAC_Pc2.Hydrophilicity.2,577
159,CKSAAGP_postivecharger.uncharger.gap5,577
218,CTDD_hydrophobicity_PRAM900101.2.residue100,577
347,CTDD_polarizability.1.residue75,577
2704,CKSAAP_RK.gap1,577
1093,DDE_VG,577
44,CKSAAGP_uncharger.uncharger.gap0,577
2443,CKSAAP_AY.gap1,577
2809,CKSAAP_AE.gap2,577
70,CKSAAGP_alphaticr.alphaticr.gap2,577
21,CKSAAGP_alphaticr.aromatic.gap0,577
3208,CKSAAP_CC.gap3,577
3609,DDR_V,587
55,CKSAAGP_postivecharger.alphaticr.gap1,590
3445,CKSAAP_QH.gap3,590
3575,PAAC_Xc1.H,590
862,DDE_GR,590
1683,GTPC_uncharger.uncharger.postivecharger,590
819,DDE_EN,590
3981,OVP_Hydrophobic_C2,682
757,DDE_AL,682
250,CTDD_hydrophobicity_ZIMJ680101.3.residue25,682
323,CTDD_normwaalsvolume.2.residue100,682
2034,NMBroto_BIGC670101.lag3,682
247,CTDD_hydrophobicity_ZIMJ680101.2.residue75,682
1615,GTPC_postivecharger.alphaticr.uncharger,682
2033,NMBroto_BIGC670101.lag2,682
752,DDE_AF,682
761,DDE_AQ,682
245,CTDD_hydrophobicity_ZIMJ680101.2.residue25,682
340,CTDD_polarity.3.residue25,682
3599,DDR_I,682
848,DDE_GA,682
3087,CKSAAP_RP.gap2,682
353,CTDD_polarizability.2.residue100,682
236,CTDD_hydrophobicity_ARGP820101.3.residue50,682
3605,DDR_S,682
3911,formula_S,682
91,CKSAAGP_uncharger.aromatic.gap2,682
763,DDE_AS,682
311,CTDD_hydrophobicity_FASG890101.3.residue50,682
788,DDE_DA,682
287,CTDD_hydrophobicity_ENGD860101.1.residue75,682
2849,CKSAAP_DG.gap2,682
794,DDE_DH,682
3924,OVPC_Charged,682
40,CKSAAGP_uncharger.alphaticr.gap0,682
1631,GTPC_postivecharger.uncharger.alphaticr,682
783,DDE_CS,682
1,AAC_R,682
3110,CKSAAP_SS.gap2,682
3594,DDR_C,682
3581,PAAC_Xc1.P,682
816,DDE_EK,682
292,CTDD_hydrophobicity_ENGD860101.2.residue75,682
2469,CKSAAP_DG.gap1,682
774,DDE_CH,682
2646,CKSAAP_NK.gap1,682
260,CTDD_hydrophobicity_PONP930101.2.residue25,682
302,CTDD_hydrophobicity_FASG890101.1.residue75,682
77,CKSAAGP_aromatic.postivecharger.gap2,682
2037,NMBroto_CHAM810101.lag3,682
780,DDE_CP,682
787,DDE_CY,682
3795,Cougar__13,682
3517,CKSAAP_TY.gap3,682
1039,DDE_RN,682
1037,DDE_RL,682
2705,CKSAAP_RL.gap1,682
3383,CKSAAP_MC.gap3,682
7,AAC_G,682
2710,CKSAAP_RR.gap1,682
154,CKSAAGP_aromatic.uncharger.gap5,682
546,CTriad_g3.g2.g1,682
1018,DDE_QM,682
160,CKSAAGP_negativecharger.alphaticr.gap5,682
1005,DDE_PV,682
1002,DDE_PR,682
2731,CKSAAP_SS.gap1,682
996,DDE_PK,682
1020,DDE_QP,682
28,CKSAAGP_aromatic.negativecharger.gap0,682
1050,DDE_SD,682
2691,CKSAAP_QR.gap1,682
1136,DDE_YK,682
3960,OVP_Polar_N4,682
1102,DDE_VR,682
1101,DDE_VQ,682
3301,CKSAAP_GS.gap3,682
3300,CKSAAP_GR.gap3,682
3955,OVP_Small_N3,682
1083,DDE_TS,682
3355,CKSAAP_KQ.gap3,682
1079,DDE_TN,682
1075,DDE_TI,682
2604,CKSAAP_LG.gap1,682
144,CKSAAGP_uncharger.uncharger.gap4,682
1058,DDE_SM,682
146,CKSAAGP_alphaticr.aromatic.gap5,682
992,DDE_PF,682
79,CKSAAGP_aromatic.uncharger.gap2,682
33,CKSAAGP_postivecharger.negativecharger.gap0,682
2752,CKSAAP_TT.gap1,682
187,CTDC_hydrophobicity_ENGD860101.G3,682
1666,GTPC_uncharger.aromatic.alphaticr,682
191,CTDC_normwaalsvolume.G1,682
2008,APAAC_Pc1.W,682
3084,CKSAAP_RL.gap2,682
195,CTDC_polarity.G2,682
2000,APAAC_Pc1.I,682
82,CKSAAGP_postivecharger.postivecharger.gap2,682
37,CKSAAGP_negativecharger.postivecharger.gap0,682
212,CTDD_hydrophobicity_PRAM900101.1.residue75,682
868,DDE_HA,682
867,DDE_GY,682
865,DDE_GV,682
221,CTDD_hydrophobicity_PRAM900101.3.residue50,682
205,CTDC_secondarystruct.G3,682
1999,APAAC_Pc1.H,682
1996,APAAC_Pc1.Q,682
9,AAC_I,682
166,CKSAAGP_uncharger.aromatic.gap5,682
2770,CKSAAP_VR.gap1,682
3978,OVP_Negative_C2,682
943,DDE_LS,682
168,CKSAAGP_uncharger.negativecharger.gap5,682
936,DDE_LK,682
8,AAC_H,682
934,DDE_LH,682
926,DDE_KW,682
924,DDE_KT,682
34,CKSAAGP_postivecharger.uncharger.gap0,682
922,DDE_KR,682
170,CTDC_hydrophobicity_PRAM900101.G1,682
1681,GTPC_uncharger.uncharger.alphaticr,682
3939,OVP_Positive_N2,682
3415,CKSAAP_NR.gap3,682
2010,APAAC_Pc1.V,682
268,CTDD_hydrophobicity_PONP930101.3.residue100,682
3742,ABHPRK__20,682
638,CTriad_g5.g2.g5,682
3782,Charge_acid,682
3707,QSO3_G_T,682
3974,OVP_Charged_C1,682
3753,ABHPRK__34,682
588,CTriad_g4.g1.g2,682
457,CTriad_g1.g3.g1,682
11,AAC_K,682
3834,MSW__12,682
3760,ABHPRK__42,682
102,CKSAAGP_aromatic.postivecharger.gap3,682
