,rbfsvm,lightgbm,xgboost,dt,et
seq_34,0.06232619705240033,0.0002941181763582216,0.0013413183623924851,0.006128702757916241,0.21506985408844362
seq_1097,0.005289484033443931,0.000714230192804905,0.000754033331759274,0.13953488372093023,0.020442310967493167
seq_1907,0.03051484576963869,0.000206643794826497,0.002041286788880825,0.6,0.111999409676797
seq_1995,0.00188814206834802,2.280986198250169e-05,6.749961903551593e-05,0.006128702757916241,0.06867223973491883
seq_2246,0.01489936450696754,2.5646493235508946e-05,0.00017514234059490263,0.6,0.06482663638254779
seq_1283,0.003139735046670863,8.661785838714392e-05,6.733773625455797e-05,0.006128702757916241,0.020722559063166772
seq_2270,0.11761008552752054,0.007133804095444429,0.01724831387400627,0.02599388379204893,0.428277272736888
seq_20,0.0061678957614392325,0.0006845573304982685,0.0010577766224741936,0.006128702757916241,0.20161578113913375
seq_1684,0.022894711814564078,0.000970236843265733,0.009822395630180836,0.02599388379204893,0.22610221925066792
seq_2726,0.029978318711546378,0.001171670065598984,0.00101793825160712,0.006128702757916241,0.09752125309289808
seq_1600,0.10684426856259598,0.0018493146325675074,0.008021819405257702,0.02599388379204893,0.21089638835959498
seq_824,0.0028092064794238997,0.00010841982159711392,2.5585415642126463e-05,0.13953488372093023,0.00886162333775297
seq_860,0.001363967949804736,1.2295092546160617e-05,3.95313800254371e-05,0.006128702757916241,0.0
seq_2698,0.003794957090766436,8.868513311646048e-05,5.8191901189275086e-05,0.006128702757916241,0.00580298326946231
seq_1625,0.016233799962450106,8.123567543061803e-05,0.0007059169583953917,0.006128702757916241,0.07003632428107465
seq_2005,0.2412691967231496,0.004692283485280972,0.043920282274484634,0.008695652173913044,0.2735473606886078
seq_2636,0.0030425931786643985,3.6826918470410536e-05,0.00041903628152795136,0.006128702757916241,0.0
seq_3192,0.5923905023023373,0.08559445964994526,0.6305685043334961,0.0,0.45080755924247
seq_3335,0.0007765715148454792,9.494060409610529e-05,3.375714732101187e-05,0.006128702757916241,0.05398436389521268
seq_2124,0.004223234506758947,2.8477624529856485e-05,0.00019365971093066037,0.006128702757916241,0.005196919930335666
seq_2565,0.054708441283829616,0.001801386242777904,0.0007578141521662474,0.02599388379204893,0.24142168115170096
seq_2325,0.0003169892935556624,8.700116430486507e-06,6.579797627637163e-05,0.006128702757916241,0.00649603936767363
seq_3381,0.011596785923650765,0.00017275921427893908,0.0014080776600167155,0.006128702757916241,0.08860883941108993
seq_618,0.0493621692793506,0.0005365267907409029,0.0012547551887109876,0.02599388379204893,0.15518375019759553
seq_1765,0.007190256535673091,0.000666872553482872,0.0032940797973424196,0.13953488372093023,0.17010664576248308
seq_1551,0.0096001036582497,1.546463845788023e-05,0.00014496712537948042,0.006128702757916241,0.009896100218220422
seq_3451,0.048505513548720215,0.00016706098271114249,0.0006989187677390873,0.006128702757916241,0.01903064749031136
seq_1799,0.4132068013796438,0.1365744496102645,0.024031080305576324,0.006993006993006993,0.38320407672991713
seq_1549,0.002258538076137824,0.00012997147421365846,0.001215476542711258,0.006128702757916241,0.0
seq_2598,0.0033852692986855296,2.4602301898860097e-05,0.00018603267380967736,0.006128702757916241,0.012008966190111483
seq_3004,0.005353172615496477,4.960887631085098e-05,0.0007251366623677313,0.02599388379204893,0.15126282830100726
seq_844,0.18834400365076046,0.0041885360235344015,0.025564132258296013,0.02599388379204893,0.21605473050233562
seq_1758,0.014390968792926402,0.000883977681062426,0.001624675584025681,0.006128702757916241,0.11130848266631897
seq_598,0.00389013609291098,2.6796293774524454e-05,9.918970317812636e-05,0.006128702757916241,0.0
seq_1839,0.0035871074773596327,2.6929409463035952e-05,0.00026905350387096405,0.006128702757916241,0.004664058172561314
seq_2173,0.16697427379965843,0.05261842986931729,0.06975340843200684,1.0,0.5537721524976608
seq_771,0.001246673347316747,5.073097111489825e-06,0.0002075414522551,0.006128702757916241,0.0
seq_2901,0.007180285079179669,6.861167162797695e-05,3.3838176022982225e-05,0.02599388379204893,0.059065000343708325
seq_2640,0.0028308853700735282,2.1591531437250757e-05,0.0002613288233987987,0.006128702757916241,0.03259787205308088
seq_1838,0.15879214144181347,0.008953844736414196,0.001407964387908578,0.42857142857142855,0.20598357122202526
seq_588,0.0036706631463434753,1.4598903578810996e-05,9.300206147599965e-05,0.006128702757916241,0.0
seq_2498,0.016058833375462954,0.00012163477505030357,0.009716282598674297,0.75,0.14387828031096167
seq_410,0.002595209179514604,5.064772627123793e-05,0.00029678529244847596,0.13953488372093023,0.04229192240756234
seq_462,0.00563349247329157,2.5805643286968247e-05,0.0007427831296809018,0.006128702757916241,0.0
seq_523,0.0011619211300555594,8.018299124293536e-06,9.036677511176094e-05,0.006128702757916241,0.0
seq_2685,0.03853305641045604,0.0013031316433856144,0.007993562147021294,1.0,0.16629348784531975
seq_239,0.04619998872199385,0.00024709117351246753,0.000680895580444485,0.75,0.11800407902927641
seq_827,0.19483443096761505,0.0007439925019596899,0.0004191505431663245,0.02599388379204893,0.13118303377836232
seq_1773,0.006052945020290919,0.0004891819917418303,0.0007392488187178969,0.006128702757916241,0.09152350642943685
seq_3524,0.01165328873849583,0.0009353300424277272,0.004121087025851011,0.02599388379204893,0.12408670564054682
seq_3254,0.008883967655318717,6.600253097099972e-05,0.0034548102412372828,0.006128702757916241,0.025162542165111886
seq_747,0.048805587951729755,0.0020143563411309856,0.006674198899418116,0.02599388379204893,0.18643507255435074
seq_1836,0.0009525529275931766,1.2197938235634052e-05,1.8494303731131367e-05,0.006128702757916241,0.0284040697422515
seq_1081,0.030304629077009076,2.3398631711516635e-05,0.0001818203745642677,0.006128702757916241,0.005248315267591139
seq_3253,0.0037755657145136946,0.0001659560476569732,0.0008539988193660975,0.006128702757916241,0.05838996266516239
seq_2676,0.009754707923342137,0.004228829997350808,0.001775334938429296,0.006128702757916241,0.1003974946679096
seq_1761,0.03584419917139677,0.004197690268074503,0.004531932529062033,0.006128702757916241,0.18537965823240568
seq_266,0.0017013310218051147,1.718886401331186e-05,0.0001928493002196774,0.006128702757916241,0.006403596096751635
seq_1814,0.004908317905387805,0.00010833906458927855,0.0030176511500030756,0.006128702757916241,0.032855381805294015
seq_3171,0.017169093373379414,2.4824961499664536e-05,0.00022718108084518462,0.006128702757916241,0.0
seq_2114,0.006162011343682629,2.9978275004996358e-05,0.0005037073278799653,0.006128702757916241,0.004733391641063593
seq_3413,0.0012436035004575402,4.515314017295833e-05,0.0002938716788776219,0.006128702757916241,0.0
seq_27,0.002232888596029953,4.937604770011996e-05,0.0003023166791535914,0.006128702757916241,0.0
seq_752,0.015162291690207748,0.0005512977520290182,0.0001678789412835613,0.006128702757916241,0.15490807396094464
seq_3057,0.0035691891047504704,3.678471007603569e-05,0.0007569214212708175,0.006128702757916241,0.007740736665810931
seq_2811,0.00030435252395453094,2.558181754600433e-05,7.93731669546105e-05,0.006128702757916241,0.0008243327617334598
seq_3590,0.0022622530663673496,4.4449632914682483e-05,0.00022709382756147534,0.006128702757916241,0.0325100777875378
seq_1644,0.009832922524684838,0.0005210567365950236,0.0004000159678980708,0.02599388379204893,0.15762479975773822
seq_1194,0.0007329571492128269,1.0145821038854532e-05,2.2382695533451624e-05,0.006128702757916241,0.0
seq_3448,0.4175478140562996,0.40443435522293586,0.12290556728839874,0.0,0.4081258126959565
seq_1318,0.025947359221714664,0.00020445386343599057,0.0019999821670353413,0.006128702757916241,0.11382685790919547
seq_3024,0.008051103935121713,4.5685769996272086e-05,0.0002333239681320265,0.006128702757916241,0.004531311275035996
seq_213,0.0024097939799640356,0.0006658740897759977,0.003962166607379913,0.006128702757916241,0.05608902736648549
seq_846,0.004842929321552789,5.341889991735451e-05,5.040347241447307e-05,0.006128702757916241,0.023071168121762648
seq_2609,0.0026905944327787453,0.00011046090582020488,0.00037458824226632714,0.006128702757916241,0.004664058172561314
seq_1604,0.006113256119189432,1.827728469404767e-05,7.898228068370372e-05,0.006128702757916241,0.0523175882442827
seq_3554,0.003504894853680111,2.630776985178678e-05,0.00012288497237022966,0.006128702757916241,0.008111085207656219
seq_1782,0.007623419528524687,0.0003183115511695009,0.0006866355543024838,0.006128702757916241,0.009217265760727974
seq_2973,0.007039818418964009,3.106847660893858e-05,0.00018073178944177926,0.006128702757916241,0.0
seq_1617,0.0035368171183779865,0.00039399864221996965,0.0003695017076097429,0.006128702757916241,0.051779121420438085
seq_1938,0.0014554411340994171,1.3816400457098635e-05,0.0001463079097447917,0.006128702757916241,0.0
seq_1064,0.18378409538599216,0.05042422600810808,0.31525740027427673,0.6666666666666666,0.500200902565838
seq_2087,0.06977962600536,0.0008869049642361825,0.002561799017712474,0.02599388379204893,0.10570264524566694
seq_333,0.10991235498947358,0.000778690210525169,0.0015387682942673564,0.11764705882352941,0.24105496052379613
seq_2770,0.008988593664039903,0.0010330439681712129,0.0029627694748342037,0.02599388379204893,0.13224154319732073
seq_2668,0.00897114512095494,0.00013482877960122015,0.00019743166922125965,0.006128702757916241,0.008412104147830298
seq_1239,0.01975531631758804,0.0050400314641411235,0.005045062396675348,0.02599388379204893,0.18939311078303064
seq_3000,0.000982697906733384,1.7707919917449756e-05,7.955662294989452e-05,0.006128702757916241,0.0038703683329054657
seq_52,0.0013695390585140577,9.239007805307988e-05,0.000798782508354634,0.006128702757916241,0.028495986025057877
seq_527,0.0023696554872000434,3.8151447175764965e-05,0.0003386291500646621,0.006128702757916241,0.02639938782132741
seq_1397,0.010061231332870938,4.498890278717658e-05,0.0010683124419301748,0.006128702757916241,0.0
seq_1628,0.001585125350230305,6.1287809679615965e-06,4.008558971690945e-05,0.006128702757916241,0.0
seq_3118,0.01858717232761156,0.00704625170201325,0.002382249804213643,0.008695652173913044,0.26158110928491196
seq_763,0.014131043276549276,0.000199676339840005,0.0006993144634179771,0.02599388379204893,0.10549962351400163
seq_2242,0.0011327910777507275,1.1067420113129732e-05,4.368960071587935e-05,0.006128702757916241,0.0
seq_2634,0.011760582304667247,1.651555397864425e-05,0.00020293470879551023,0.006128702757916241,0.009912373440152453
seq_992,0.0011484510516216275,1.2745785203511863e-05,2.830729863489978e-05,0.006128702757916241,0.0
seq_3578,0.0032666696040299465,8.404045833334139e-05,0.00046017736895009875,0.006128702757916241,0.0
seq_2395,0.012463772162456995,0.00034639732230728044,0.0010274016531184316,0.13953488372093023,0.09104483435072123
seq_3022,0.0560112887598784,0.002851875205760644,0.0022031948901712894,0.02599388379204893,0.19371421103489353
seq_3070,0.001087490160165493,4.477730004976612e-05,2.941492130048573e-05,0.13953488372093023,0.00014087475122212995
seq_2847,0.014668061323490187,0.0006929439414463472,0.002074519405141473,0.006993006993006993,0.1389106517393437
seq_768,0.006482111519539953,0.0001422855869595573,0.00011041516700061038,0.006128702757916241,0.0223573922229225
seq_3473,0.0008484979153260014,0.0002163321430947945,0.001284872181713581,0.008695652173913044,0.09809796966637502
seq_700,0.03274956990984093,0.00025653670046594146,0.0007756020058877766,0.006128702757916241,0.03455958281579461
seq_1074,0.0035966088006571585,8.012431188885206e-05,0.00023688672808930278,0.006128702757916241,0.052198449701109366
seq_1883,0.01753153783263729,0.0006334430866827121,0.0006136868032626808,0.006128702757916241,0.16394522668459208
seq_1641,0.001727114106194571,1.0752165509618265e-05,4.116510535823181e-05,0.006128702757916241,0.0
seq_1823,0.015190082566141416,0.00011624302363503774,0.0002858279040083289,0.13953488372093023,0.06811886593789895
seq_1777,0.07729611432251737,0.00030067227946006775,0.0013973675668239594,0.4,0.04077583644607968
seq_143,0.020484411372217966,0.0004056657432107703,0.00046875549014657736,0.02599388379204893,0.10390376695627486
seq_810,0.028045770476691816,0.0003814811967200525,0.00035873593878932297,0.006128702757916241,0.12361907403670933
seq_2828,0.02446300550818734,5.090517592247257e-05,0.00031824340112507343,0.006128702757916241,0.059201641779620534
seq_2107,0.03648558391866643,0.00022787156301317334,0.0004816201108042151,0.02599388379204893,0.025762242130638706
seq_1320,0.48701574963737,0.30458818065410986,0.10284475982189178,0.25,0.3790487639758175
seq_1631,0.022397861504136356,0.006380595365994292,0.018853021785616875,0.0,0.34735730842490226
seq_3422,0.004940073393138034,0.00010409504275271967,0.0002673413255251944,0.006128702757916241,0.006800513324364552
seq_745,0.002219241596755219,1.7630089511962305e-05,0.00012050751684000716,0.006128702757916241,0.002261952859787852
seq_2011,0.06106290998693906,0.0011584328360803614,0.0020828023552894592,0.006128702757916241,0.08769519483691247
seq_2170,0.44185637086299195,0.06648870653202864,0.31472620368003845,0.0,0.36072845882300075
seq_1325,0.00334654662362435,3.2517718487949116e-05,0.001034727436490357,0.006128702757916241,0.08261581228893919
seq_2311,0.01275563504869178,0.0022789733045643,0.007849064655601978,0.02599388379204893,0.36942424769723603
seq_2853,0.28775148387569366,0.007619897611192389,0.006040363572537899,0.5,0.05518837575784235
seq_1113,0.009036286817712276,2.5235349393740568e-05,9.949322702595964e-05,0.006128702757916241,0.0
seq_3285,0.0010157378984534317,0.0006431981175418128,0.0008596899569965899,0.006128702757916241,0.09869265372297747
seq_1277,0.15414671793227427,0.05321446549946695,0.014373638667166233,0.0,0.3211260064393363
seq_132,0.022471596651527103,0.00141125176575456,0.000965889310464263,0.02599388379204893,0.2389998844332183
seq_689,0.023674361023295266,0.0003947457776833008,0.0007811501855030656,0.006128702757916241,0.07526059511805794
seq_1743,0.001245861877721228,4.072428521950546e-05,2.1089621441205963e-05,0.13953488372093023,0.014209115599508127
seq_2490,0.0011478002868030121,7.743371082989962e-06,7.554204785265028e-05,0.006128702757916241,0.0
seq_2902,0.058935543260994795,0.0012729816657307456,0.018467774614691734,0.0,0.18775349635565594
seq_1774,0.1303455288744053,0.0010920393678964932,0.01655292883515358,0.006128702757916241,0.12674498364607364
seq_1500,0.007631316436184743,2.5353906163964926e-05,0.00017649134679231793,0.006128702757916241,0.03204028480770455
seq_1469,0.004225196581395626,1.3961725208183008e-05,0.00016611511819064617,0.006128702757916241,0.03633203442615629
seq_2320,0.2774162184131208,0.016252554671290522,0.03940616920590401,0.006128702757916241,0.29550968360990015
seq_1622,0.049459040642867665,9.158647924154554e-05,0.000251031422521919,0.006128702757916241,0.040426456389906856
seq_548,0.0015643559318436365,6.43405966484377e-05,0.0002467727172188461,0.006128702757916241,0.005196919930335665
seq_2814,0.004625439974116341,3.300441560975417e-05,0.0001225638552568853,0.006993006993006993,0.05647523726245129
seq_167,0.0016805272568946852,6.059018793762663e-05,9.657958435127512e-05,0.006128702757916241,0.0495666347341134
seq_1934,0.0014651823210974403,1.819336480588163e-05,0.00022076163440942764,0.006128702757916241,0.0
seq_1800,0.00024214935817253256,5.827826954391613e-06,3.3050146157620475e-05,0.006128702757916241,0.0
seq_1286,0.004417404545678796,1.8644277977355774e-05,0.00011061528493883088,0.006128702757916241,0.0
seq_656,0.08279108789133834,0.0029493630961001972,0.00222728936932981,0.006993006993006993,0.21742220945106414
seq_148,0.002341986306056288,6.364813935079301e-06,0.00016781747399363667,0.006128702757916241,0.0055577244027970535
seq_615,0.001986333409727691,7.985501338223525e-05,0.0003969186218455434,0.13953488372093023,0.07030060569344675
seq_693,0.0035914592459354577,0.00010486794002332354,0.00029214975074864924,0.006128702757916241,0.021557079855332853
seq_328,0.0014288185460411276,3.4047104784516514e-05,0.0004872724530287087,0.006128702757916241,0.02944976269278747
seq_241,0.012339990084842288,5.591209422092891e-05,0.004101524129509926,0.006128702757916241,0.15818750005056686
seq_553,0.01833242876598227,0.00020397101902914214,0.003755123121663928,0.006128702757916241,0.05082369294117978
seq_1437,0.002900849092889901,7.627588474215174e-05,0.00018853518122341484,0.006128702757916241,0.02410653954611906
seq_325,0.013722712750803402,1.7276462260979202e-05,0.0034673854243010283,0.006128702757916241,0.08291541852298193
seq_1565,8.432019162197616e-05,2.2181792786703113e-05,0.00011093566718045622,0.006128702757916241,0.010649095993934097
seq_2997,0.08036340289061338,0.0006497819477624968,0.0005875827628187835,0.006128702757916241,0.02149031562182069
seq_1958,0.011836554745196834,7.645505304141865e-05,0.000554436061065644,0.006128702757916241,0.016617827003415988
seq_2095,0.013079357558799068,0.0016400699354518578,0.012938851490616798,0.006128702757916241,0.11642339849625821
seq_2804,0.002977282728633069,2.8306380588630564e-05,0.0004496367764659226,0.006128702757916241,0.041667597862428386
seq_450,0.001370104052211934,7.29874002083313e-06,6.094221680541523e-05,0.006128702757916241,0.019520039917195732
seq_376,0.02799110408500911,0.0004656501894840409,0.002114243106916547,0.006993006993006993,0.10997120787593137
seq_476,0.20724652122328557,0.00286725592109301,0.00839078240096569,0.008695652173913044,0.21853071927026954
seq_3341,0.1424569139957389,0.1562798925159342,0.06597188115119934,0.0,0.37453242018084604
seq_311,0.0020046677373547557,6.723691127782533e-05,0.00011001453822245821,0.006128702757916241,0.03336611125904683
seq_442,0.0029850668325890413,0.0001976670284470798,0.0002008541632676497,0.006128702757916241,0.0901938930496424
seq_976,0.0010089048958401303,6.18199906873961e-05,0.0005638930015265942,0.006128702757916241,0.004664058172561314
seq_93,0.0014319479700486027,2.1219628914392686e-05,0.00014708634989801794,0.006128702757916241,0.0
seq_584,0.06469304452323549,0.002623875769498602,0.003874091664329171,0.13953488372093023,0.18815288172563227
seq_2822,0.11309768676342896,0.008356315052294097,0.004383995197713375,0.6,0.11405143871181757
seq_1706,0.009390285572263271,3.720782518664683e-05,0.00011698224989231676,0.008695652173913044,0.04198465057937297
seq_1309,0.001040467887986673,1.6019520405505042e-05,0.00020244113693479449,0.006128702757916241,0.036835560356968375
seq_3462,0.00018263637895538944,3.265207542980578e-05,6.948327063582838e-05,0.006128702757916241,0.009089980013258208
seq_271,0.0034979913807667577,9.785157126402875e-05,0.0004194724897388369,0.006128702757916241,0.0
seq_2507,0.1200011577929991,0.0009009817113835344,0.036051664501428604,0.006128702757916241,0.13958670768899253
seq_665,0.04269294325136016,3.486414642081829e-05,5.1135593821527436e-05,0.006128702757916241,0.016893520565793456
seq_2870,0.009640233275602764,7.757048674337812e-05,0.00027732650050893426,0.008695652173913044,0.04811708846732482
seq_2864,0.001078348255955622,4.83741509437286e-05,0.00026916974456980824,0.02599388379204893,0.041307483545080674
seq_1596,0.5782027565573943,0.04493005194143801,0.27369633316993713,1.0,0.5877585976454803
seq_3295,0.1344585536575202,0.0009503046567180479,0.0023587706964462996,0.0,0.19797132431928982
seq_2983,0.0023827328903396044,1.7842799807974796e-05,7.032364374026656e-05,0.006128702757916241,0.0026922730233562763
seq_1668,0.012572424456683828,0.00011359073775935262,0.0001494477182859555,0.02599388379204893,0.08896196922312212
seq_1066,0.007654650279961228,3.231132132859946e-05,7.33400447643362e-05,0.006128702757916241,0.0
seq_1751,0.007656555196782605,0.0009201546136501551,0.00444447435438633,0.006128702757916241,0.0026922730233562763
seq_2278,0.0030202934924442025,1.0874822135162928e-05,5.608523861155845e-05,0.006128702757916241,0.025763903774764483
seq_2638,0.07765197475842715,0.0011654060092969804,0.034286294132471085,0.02599388379204893,0.18993562007259854
seq_833,0.02797890332575514,0.00022466862579485116,0.003641247283667326,0.02599388379204893,0.25834918610678276
seq_1300,0.004489000478491361,0.00038941987215570113,0.004284353461116552,0.006128702757916241,0.0701564230315649
seq_2085,0.014218948139217725,0.0021935481168297347,0.000245466100750491,0.006128702757916241,0.047379067411802804
seq_2052,0.0038913063621095613,9.332837588013061e-05,0.0007764346664771438,0.006128702757916241,0.02898767605244191
seq_2006,0.002192188710812263,0.0001206053646612353,4.7166136937448755e-05,0.006128702757916241,0.026472222864037706
seq_1960,0.2115551908497827,0.01354868524995906,0.4132098853588104,0.5,0.5136933259509084
seq_43,0.07632854000828874,0.002408316092782449,0.009221660904586315,0.0,0.30826710610656516
seq_1398,0.3446764314950302,0.8273880027254912,0.5339213013648987,0.02599388379204893,0.2588779094013933
seq_2827,0.003910645183040695,7.389440912182593e-05,0.00018430137424729764,0.006128702757916241,0.0
seq_3338,0.05964813738246867,0.0001863702087089825,0.0005803814856335521,0.006128702757916241,0.1333250647571175
seq_281,0.1452885119899221,0.1186937440415625,0.39455297589302063,1.0,0.3695159542145016
seq_960,0.016012852624394454,0.0001723506010900771,0.0008973945514298975,0.006128702757916241,0.031248454507089695
seq_2916,0.11589021320304875,0.008956870386409792,0.0483550988137722,0.75,0.3246574866626948
seq_2489,0.0009261598037096313,4.5335330599818845e-06,2.3472748580388725e-05,0.006128702757916241,0.0
seq_2603,0.0026533768162480976,0.0001423540737518074,0.002668245928362012,0.006128702757916241,0.0699137661003811
seq_2199,0.2873264021651776,0.0755535553480151,0.008191818371415138,0.0,0.40745661739153766
seq_2858,0.017414382078382036,0.0017977002940165702,0.004707755986601114,1.0,0.09519609719411008
seq_2308,0.04466403966151437,0.0013617994858603599,0.007895359769463539,0.006128702757916241,0.15613928938309676
